Algorithm_Name,Input_Dimensions,Execution_Time(ms)
naive_matrix_cpu,5552,800000
naive_matrix_cpu,5616,800000
naive_matrix_cpu,5680,800000
naive_matrix_cpu,5744,800000
naive_matrix_cpu,5808,800000
naive_matrix_cpu,5872,800000
naive_matrix_cpu,5936,800000
naive_matrix_cpu,6000,800000
naive_matrix_cpu,6064,800000
naive_matrix_cpu,6128,800000
naive_matrix_cpu,6192,800000
naive_matrix_cpu,6256,800000
naive_matrix_cpu,6320,800000
naive_matrix_cpu,6384,800000
naive_matrix_cpu,6448,800000
naive_matrix_cpu,6512,800000
naive_matrix_cpu,6576,800000
naive_matrix_cpu,6640,800000
naive_matrix_cpu,6704,800000
naive_matrix_cpu,6768,800000
naive_matrix_cpu,6832,800000
naive_matrix_cpu,6896,800000
naive_matrix_cpu,6960,800000
naive_matrix_cpu,7024,800000
naive_matrix_cpu,7088,800000
naive_matrix_cpu,7152,800000
naive_matrix_cpu,7216,800000
naive_matrix_cpu,7280,800000
naive_matrix_cpu,7344,800000
naive_matrix_cpu,7408,800000
naive_matrix_cpu,7472,800000
naive_matrix_cpu,7536,800000
naive_matrix_cpu,7600,800000
naive_matrix_cpu,7664,800000
naive_matrix_cpu,7728,800000
naive_matrix_cpu,7792,800000
naive_matrix_cpu,7856,800000
naive_matrix_cpu,7920,800000
naive_matrix_cpu,7984,800000
naive_matrix_cpu,8048,800000
naive_matrix_cpu,8112,800000
naive_matrix_cpu,8176,800000
naive_matrix_cpu,8240,800000
naive_matrix_cpu,8304,800000
naive_matrix_cpu,8368,800000
naive_matrix_cpu,8432,800000
naive_matrix_cpu,8496,800000
naive_matrix_cpu,8560,800000
naive_matrix_cpu,8624,800000
naive_matrix_cpu,8688,800000
naive_matrix_cpu,8752,800000
naive_matrix_cpu,8816,800000
naive_matrix_cpu,8880,800000
naive_matrix_cpu,8944,800000
naive_matrix_cpu,9008,800000
naive_matrix_cpu,9072,800000
naive_matrix_cpu,9136,800000
naive_matrix_cpu,9200,800000
naive_matrix_cpu,9264,800000
naive_matrix_cpu,9328,800000
naive_matrix_cpu,9392,800000
naive_matrix_cpu,9456,800000
naive_matrix_cpu,9520,800000
naive_matrix_cpu,9584,800000
naive_matrix_cpu,9648,800000
naive_matrix_cpu,9712,800000
naive_matrix_cpu,9776,800000
naive_matrix_cpu,9840,800000
naive_matrix_cpu,9904,800000
naive_matrix_cpu,9968,800000
naive_matrix_cpu,10032,800000
naive_matrix_cpu,10096,800000
naive_matrix_cpu,10160,800000
naive_matrix_cpu,10224,800000
naive_matrix_cpu,10288,800000
naive_matrix_cpu,10352,800000
naive_matrix_cpu,10416,800000
naive_matrix_cpu,10480,800000
naive_matrix_cpu,10544,800000
naive_matrix_cpu,10608,800000
naive_matrix_cpu,10672,800000
naive_matrix_cpu,10736,800000
naive_matrix_cpu,10800,800000
naive_matrix_cpu,10864,800000
naive_matrix_cpu,10928,800000
naive_matrix_cpu,10992,800000
