"X1","X2","X3","v1_mean","v2_mean","v3_mean","v4_mean"
167,43,269,2892.8265,1722.1705,267.4826,443.1136
167,108,249,6142.11475,3817.40741666667,765.399625,797.9872
168,33,176,1576.893,852.3014,150.8003,492.0176
168,42,222,2371.0455,1404.6485,333.34295,433.3184
168,51,288,4123.9865,2404.2,322.8985,523.728
168,258,294,20973.51,12514.06,1911.4545,865.016
168,274,82,4967.58533333333,3771.37920588235,483.133640196078,476.418101960784
168,274,171,12272.525,7877.383,1082.056,858.8448
169,127,284,8027.7335,5042.39,807.52615,787.1936
169,224,106,5286.73075,3711.31166666667,677.784583333333,806.014666666667
169,233,276,14921.385,9322.929,1507.057,800.2176
170,117,265,7297.63514130435,4652.08469565217,765.126458695652,808.085604347826
170,221,42,2040.366,1913.5345,219.99625,455.2208
170,227,42,2102.166,1949.7635,358.7944,460.7152
170,261,291,18937.885,11132.74,1960.9915,823.1776
171,59,289,4101.08,2456.1885,415.08225,457.0096
171,289,152,9655.4835,6548.5675,1068.267,786.368
172,37,131,1515.263,874.98575,139.2264,492.6432
172,175,226,8978.74863636364,5905.052,956.648136363636,798.545309090909
172,234,70,4244.0135,3340.827,422.5419,501.016
172,272,147,8857.1565,6014.1555,964.3142,821.176
172,284,285,21366.38,12435.845,2197.4375,806.36
173,31,132,1063.427,643.2027,117.0079,481.384
173,107,94,2311.0745,1649.9935,332.337,440.5424
173,135,232,7281.9401875,4682.1293125,765.668996875,776.7866
173,226,240,12371.365,8220.953,2428.4055,773.6096
173,265,113,6778.199125,4834.51994444444,713.375761111111,790.171688888889
173,288,163,12268.4,8196.814,1121.2275,851.944
174,141,88,3297.314,2416.4955,380.3315,495.9648
174,267,283,19457.36,11617.77,1970.6955,819.0128
175,105,76,1851.635,1395.6805,193.72115,448.2688
175,119,287,7912.3375,5431.9675,807.66955,766.4752
175,150,93,3244.766,2322.09290909091,410.24615,458.269818181818
175,201,153,8117.8385,5457.138,728.62265,904.4704
175,278,63,3949.8355,3275.525,410.952,477.296
175,281,158,12141.365,7805.2795,1101.2505,891.4
176,117,221,6035.176,3781.509,628.41615,876.4048
176,133,160,4924.8005,3222.7595,508.39815,785.9312
176,163,150,6539.049,4379.042,583.2723,847.568
176,237,70,3780.45,2966.7705,464.6031,477.0528
177,74,224,4648.6465,3045.306,456.9415,495.2208
177,87,61,1466.7615,1165.1655,132.79115,520.0864
177,151,183,6414.4095,4217.492,659.10225,890.52
177,189,107,4648.5985,3318.416,587.49535,785.6704
177,253,249,17658.29,11842.665,1588.297,852.6976
177,292,166,11683.555,7390.408,1231.468,809.3839
178,43,32,368.25865,272.62225,79.27485,438.4096
178,122,242,7069.02375,4653.59503125,722.262953125,795.55160625
178,182,178,7490.66,5072.89,770.0924,788.144
178,195,257,14478.56,8624.282,1291.3855,858.104
178,209,191,9569.584,6437.04266666667,997.7023,814.528533333333
178,218,237,12362.145,8092.158,1265.5615,772.5696
178,250,156,8962.746,6022.52,906.71355,777.9088
179,36,187,2208.6065,1201.732,194.72945,507.32
179,187,47,2383.4165,2119.276,213.57845,508.024
179,266,227,17653.705,10440.77,1545.4955,867.1842
180,31,52,506.83925,383.97015,50.7251,493.4416
180,92,71,1829.873,1396.701,250.55205,489.296
180,123,90,3064.87,2222.536,313.98655,492.648
180,268,202,12958.71,8174.442,1332.152,777.1872
180,269,151,9696.4035,6369.9705,999.0657,801.0816
180,289,93,6280.83305882353,4641.52734313726,695.031292156863,829.77187254902
181,32,137,1506.805,829.36955,125.52625,482.8
181,80,120,2352.718,1574.4965,351.19915,451.5584
181,171,97,3912.1235,2823.5875,396.4178,788.3664
181,206,235,11878.47,7815.614,1198.3275,781.64
181,282,42,2764.639,2580.475,428.92205,477.3808
181,284,258,19709.98,11936.46,1991.132,832.8368
182,47,257,3244.308,1979.6595,309.2382,509.0256
182,105,197,5012.3305,3167.9585,585.7682,789.3568
182,125,83,2490.404,1849.3515,271.1666,442.2688
182,144,286,11834.305,7989.176,1036.8345,880.6304
182,192,291,15816.515,10227.58,1390.267,919.2656
182,218,38,1968.3095,1890.217,200.30285,458.5936
183,132,143,4545.33,3065.319,455.70305,788.3648
183,134,94,3030.2335,2181.1455,354.67955,514.464
183,197,223,10733.49,6703.7485,1091.093,823.9408
184,31,199,2114.174,1130.649,174.75555,483.136
184,79,127,2918.3415,1931.968,246.9835,489.3376
184,90,216,5522.337,3492.7,472.4337,876.032
184,168,191,7809.30341666667,5019.27083333333,767.0456,780.449866666667
184,216,118,6097.6105,4245.625,641.6186,816.5472
184,224,138,7915.074625,5078.20934375,821.616509375,807.8653
185,160,220,8915.84004761905,5682.15533333333,949.062114285714,789.391180952381
185,263,43,2745.8175,2535.9225,449.3329,461.4608
185,280,181,14314.045,9269.4435,1240.0105,911.9264
186,46,106,1556.9205,984.62565,181.8224,494.7312
186,69,169,3478.7835,2177.681,314.16995,491.816
186,85,165,3524.795,2249.6725,402.68445,436.7136
186,103,263,6875.41097560976,4452.16713414634,681.888185365854,795.320497560976
186,165,143,5766.734,3857.4955,563.135,770.48
187,56,167,2485.49,1510.72,235.4443,511.9824
187,63,289,4901.92532692308,3094.23607692308,557.413742307692,449.789046153846
187,116,263,7772.71081818182,4865.28381818182,771.2133,764.126836363636
187,212,110,5657.2995,3996.954,574.4652,771.4592
188,191,277,13687.62,9065.52,1364.0045,893.5168
189,109,241,6737.29940909091,4337.113,644.366677272727,846.328709090909
189,235,154,9136.849,6168.57925,874.076791666667,802.381066666667
190,36,247,3103.8415,1766.488,299.4293,504.0528
190,90,73,1984.3175,1470.555,163.3861,486.0496
190,264,109,7245.13058536585,5068.1923902439,701.733715853659,810.213470731707
190,282,138,9506.7545,6509.9145,938.7679,906.6081
191,263,221,15454.045,9388.771,1488.2455,795.96
192,65,294,5088.2225,3553.46791666667,485.255508333333,461.864266666667
192,111,179,5898.828,3799.4125,487.967,891.832
192,126,73,2334.6885,1788.1865,332.95415,483.1216
192,148,75,2792.3755,2131.9195,361.2534,442.88
192,253,213,15455.5,9263.3435,1394.9315,782.9008
192,263,119,7968.16286363636,5542.93795454545,845.24245,804.754763636364
192,274,200,14292.985,8824.413,1344.0025,783.2944
193,30,33,274.98165,230.7932,37.47165,492.8208
193,44,297,3751.131,2221.609,372.8879,450.0224
193,84,224,4974.59650980392,3205.29549019608,495.792012745098,471.187952941176
193,280,279,22897.92,13528.465,2683.645,808.7008
194,75,183,3625.47,2351.964,387.4324,448.88
194,91,81,1913.535,1410.8065,201.4127,443.5552
194,211,296,16431.67,11228.01,1722.8575,796.112
194,246,245,16878.7,10033.785,1785.952,894.0784
194,264,45,2965.3005,2700.7755,313.203,463.2032
195,161,178,7306.98558333333,4760.16225,764.655558333333,791.025066666667
195,219,237,14807.895,8736.268,1495.0165,808.2112
197,70,93,1760.581,1227.558,266.0101,497.2608
197,85,140,3162.343,2076.6445,440.13495,447.0128
197,105,191,5258.648,3338.3915,536.91835,787.7792
197,123,139,5182.5815,3465.0175,591.1522,839.4608
197,271,293,24181.77,14979.1,2410.2555,788.9712
198,80,202,4488.65648387097,2869.61467741935,449.328219354839,449.518038709677
198,174,176,8264.83979166667,5238.29194444444,858.278395833333,789.278577777778
198,208,228,12527.69,7811.1605,1316.407,792.7568
198,276,260,19578.19,12223.685,2049.9025,815.3264
199,106,232,6526.57818181818,4284.22727272727,680.337481818182,782.684654545455
199,118,143,4439.113,2948.628,460.86915,881.176
199,300,291,27286.36,15493.02,2651.17,794.4192
200,121,189,7024.8305,4508.0945,615.6286,841.4304
200,153,260,11093.225,6779.3365,1105.858,768.6528
200,232,252,18540.18,11639.48,1696.638,902.1072
200,246,33,2107.0135,1934.835,218.4436,458.4336
200,262,293,27019.825,14787.34,2310.9305,817.8352
200,296,288,28560.69,17407.345,2598.939,889.9249
201,81,147,3773.25,2448.367,373.3518,504.3328
201,85,93,2493.3835,1764.076,311.47805,489.5456
201,95,160,4103.9553125,2698.24328125,442.91990625,444.7898
201,106,152,4311.17,2822.4255,435.73565,517.6704
201,159,68,3311.2705,2601.9755,453.5923,497.8224
201,295,235,20009.525,11822.55,2029.908,804.7472
202,201,72,4310.35025,3358.97233333333,417.433891666667,511.2632
202,273,206,15547.495,9693.3715,1594.1715,787.8976
203,49,35,513.01065,448.34125,96.1037,484.24
203,88,295,8083.21375,5412.89083333333,968.34545,765.033333333333
203,107,114,3859.618,2629.8685,408.3926,491.9728
203,113,175,5323.32,3435.477,533.41865,777.9648
203,114,248,7737.07440909091,5162.20368181818,811.558827272727,776.9856
203,164,84,3757.90958333333,2812.52691666667,397.015616666667,460.251466666667
204,154,86,3533.4755,2607.986,384.2666,454.024
204,207,44,2806.3475,2564.332,331.89765,519.9104
205,36,184,2141.1175,1167.3325,310.85935,471.544
205,53,159,2471.384,1541.798,355.106,439.2
205,187,300,15899.795,10187.77,1633.54,778.1936
205,239,275,19455.925,12044.225,1924.687,805.7888
206,150,70,3302.9205,2570.0445,285.99595,495.312
206,219,135,8958.10641666667,5460.40791666667,800.470558333333,773.346933333333
206,249,105,7004.00146774194,5031.86341935484,772.320453225806,791.964696774193
206,286,49,3728.5355,3350.49941666667,406.108783333333,474.604533333333
207,81,230,6109.5715,3968.752,526.19115,835.1472
207,138,232,8695.02216666667,5689.77083333333,1355.23579166667,783.685333333333
208,52,179,2805.90441666667,1663.27783333333,307.679083333333,434.952266666667
208,88,165,4155.08966666667,2698.42341666667,411.349291666667,444.209866666667
208,106,291,9949.2105,6566.8895,844.0444,838.4272
208,115,40,1264.17608333333,1176.97416666667,209.377833333333,439.822133333333
209,97,81,2553.948,1885.07,217.9737,492.6208
210,40,99,1459.0675,920.65325,177.66935,486.9024
210,43,203,2759.427,1675.485,308.78635,437.5968
210,61,169,3027.3815,1863.145,287.7282,457.4464
210,210,287,18695.455,12015.315,1739.8715,782.0112
210,268,229,17872.435,10847.035,1758.894,813.3328
211,117,264,8602.3285,6078.931,830.0868,766.8384
211,120,256,8903.8775,5800.5235,870.83315,794.9841
211,161,245,10875.46,7886.885,1071.373,789.176
211,182,110,5516.2605,3920.6935,603.6483,809.92
211,190,137,7633.56758333333,5020.72,724.190858333333,810.291466666667
211,254,228,16947.775,10856.415,1638.3585,797.7648
211,276,245,24043.175,14787.945,1999.763,861.9312
212,115,234,7811.02473076923,5088.53476923077,788.893442307692,795.270403846154
212,220,227,13920.51,9551.0545,1384.864,782.552
212,231,145,9182.56972727273,6263.91268181818,990.604172727273,986.667345454545
212,274,243,22886.815,15193.865,1979.3185,862.7744
212,285,233,19751.895,12376.965,1911.128,787.336
212,295,119,9572.2795,6736.888,1587.6759,895.7232
213,128,34,1232.84558333333,1092.56483333333,356.168275,439.724
213,229,50,3172.83458333333,2775.277,336.0346,450.193333333333
213,290,279,26437.13,15421.06,2474.0765,812.3648
214,43,284,4094.8885,2475.3085,356.4783,436.1616
214,70,277,5808.94933333333,3969.59578571429,539.24300952381,445.092038095238
214,89,263,6978.62702439024,4601.51546341463,658.410898780488,774.971165853659
214,113,130,4244.31725,2888.91033333333,422.905016666667,441.0888
214,123,294,11913.29,8553.828,1001.50465,839.3616
214,138,66,2564.7695,2022.423,249.76615,449.8304
214,193,182,10025.9198333333,6566.51916666667,1032.40404166667,788.142133333333
214,295,63,5228.84303658537,4276.81803658537,541.921206097561,465.385795121951
215,264,35,2988.3025,2960.3835,425.24355,510.592
215,278,217,19031.365,10985.985,1865.2545,817.7376
216,32,171,2234.0975,1232.872,174.3691,483.0672
216,38,37,472.2011,388.67775,68.49575,435.024
216,46,277,4072.881,2580.3635,365.3142,447.5792
216,89,157,4089.19866666667,2640.49625,432.36805,444.804
216,153,79,3981.544,3022.5275,355.58115,501.2288
216,181,32,1625.8185,1382.012,209.53485,446.3792
216,226,223,14667.79,9265.5535,1424.7,809.8576
216,260,54,3943.382,3381.7125,430.11925,454.208
217,192,91,4986.9375,3618.1675,486.30275,797.2112
217,216,294,19911.925,12743.34,1971.685,820.0224
217,292,60,5061.32755882353,4177.15604901961,512.534364705882,477.501739215686
218,201,276,16201.315,10872.795,1730.64,800.1152
219,57,118,2420.8945,1565.6365,331.4868,488.0224
219,205,207,12153.765,8509.2415,1255.8925,782.5216
219,221,206,15942.065,9799.9635,1444.0445,859.6784
221,113,32,1060.943,883.847,112.7474,522.6192
221,232,153,11828.37,7943.5455,1068.9575,849.9568
221,235,96,6454.60491666667,4691.68741666667,687.069866666667,791.975733333333
221,248,194,14205.815,9014.771,1470.0235,787.9504
221,290,70,6206.64272727273,4705.22831818182,600.588204545455,462.361309090909
221,294,134,11635.91,7796.1125,1190.017,784.4304
222,88,117,3171.626,2119.593,338.68815,447.3008
222,95,234,6615.56140909091,4383.21713636364,671.688904545455,786.683454545455
222,111,210,6889.57468181818,4583.71222727273,699.664690909091,788.120445454545
222,145,85,3595.525,2667.394,402.2959,463.216
222,146,251,10654.62,7549.1415,1112.367,791.0976
222,183,234,12357.34,8133.098,1272.268,777.9904
222,185,243,13312.845,9172.2075,1372.759,793.4288
223,40,93,1483.631,929.03845,213.67275,486.1888
223,43,272,3919.421,2399.3635,437.23145,441.8384
223,91,209,5686.1515,3743.557,568.0055,767.416
223,188,61,3327.431,2707.394,338.59625,444.3808
224,99,224,6832.18218181818,4810.76136363636,674.429190909091,780.285381818182
224,106,81,2542.1515,1899.5505,260.17475,447.6896
224,111,127,4881.884,3337.527,495.3665,504.136
224,245,229,17730.76,11289.19,1803.8235,804.392
225,137,119,5036.59115686275,3470.73943137255,494.09045,447.916047058824
225,156,92,4800.27758333333,3498.54858333333,448.363408333333,517.121866666667
225,276,230,20240.465,12591.985,2093.0665,808.3456
226,124,261,9645.4285,7152.964,978.0489,891.501
226,126,109,4660.37791666667,3255.0315,429.402883333333,490.464266666667
226,194,209,13856.395,9896.8735,1217.593,850.5504
226,230,41,3243.4125,3020.6195,285.2838,504.3456
227,166,76,3741.11691666667,2891.13275,405.955116666667,462.1408
227,240,214,18053.19,12055.68,1590.91,866.4481
227,276,193,18708.51,12091.75,1642.2945,873.9344
227,283,233,24630.815,15897.01,2909.55,802.9232
228,89,153,4854.0555,3197.468,458.0623,507.9728
228,214,68,4416.90466666667,3584.96175,449.185133333333,478.487466666667
228,230,80,5410.402,4143.24,640.7738,853.7888
229,51,199,3920.949,2406.973,397.501,496.168
229,201,47,2808.8915,2501.037,409.1177,450.936
229,252,173,13244.68,8997.0445,1357.457,900.6928
230,58,90,1678.261,1156.717,231.67905,487.1504
230,236,108,7627.35025,5421.61090625,895.118959375,794.3918
230,269,208,19700.965,13646.555,1710.845,865.2688
230,296,223,21114.435,14360.975,2098.8475,810.9552
231,81,186,4874.43404901961,3129.65768627451,470.609818627451,461.726274509804
231,117,227,8294.25366666667,5560.37858333333,843.6844,765.5488
233,88,112,3595.2075,2465.3415,302.891,520.5808
234,106,67,2574.657,2003.4505,293.1181,496.7376
235,153,52,2449.8375,2085.226,297.1292,447.3712
235,167,213,10952.685,7392.5005,1075.1305,793.376
235,203,164,10423.2341666667,7050.86733333333,1006.02248333333,819.361066666667
236,157,150,7266.13613636364,4907.37427272727,705.868013636364,765.223272727273
237,63,88,1824.292,1267.9165,280.2088,443.248
237,117,247,9265.5885,6368.422,904.6128,780.0096
237,135,44,1847.5665,1676.8835,246.4766,496.1152
237,158,70,3993.414,3126.664,445.64515,517.5904
237,194,169,10082.835,6816.4245,1000.8684,786.7552
237,244,253,21005.41,13511.375,2012.1015,780.1056
238,105,62,2052.9615,1635.597,237.05205,434.208
238,198,110,6780.56666666667,4910.34233333333,672.089916666667,800.685066666667
238,209,91,6088.63083333333,4474.21566666667,567.665666666667,782.616
238,235,110,7958.77821875,5650.67059375,834.965334375,790.6186
238,286,166,16979.785,11294.625,1444.4625,869.256
239,64,73,1802.5065,1320.4685,148.45365,483.872
239,193,135,8875.51353125,5563.1351875,836.432503125,805.26899375
239,221,201,15991.49,11121.78,1337.0835,859.7072
239,267,160,13272.525,8842.4865,1316.981,785.9168
239,275,53,5103.4455,4399.35225,434.188533333333,501.357333333333
240,75,75,2139.1575,1581.732,242.94095,485.4544
240,160,256,13269.25,9115.0605,1396.9465,803.5616
240,254,76,6435.80563636364,4761.04095454545,602.241995454545,849.1875
241,67,82,1887.245,1352.338,172.7797,440.4816
241,75,134,3299.43091666667,2157.8375,374.130183333333,448.6776
241,130,31,1283.4815,1070.3915,126.51865,446.9984
241,225,170,11911.85,8159.3105,1151.7095,795.944
242,115,294,11373.975,7981.504,1182.7815,787.6832
242,135,73,3152.942,2480.7685,325.61425,465.1872
242,203,234,15695.235,10573.715,1624.9935,789.3984
242,217,298,21895.24,15862.79,2325.6435,902.3872
243,34,65,1003.8985,661.0337,247.80095,482.5952
243,38,240,3563.982,2142.3885,345.21345,444.8192
243,45,30,493.9393,370.30925,67.8474,432.4416
243,193,241,17856.275,11592.13,1659.1985,850.8704
243,293,223,26592.98,15369.495,2321.9795,792.0224
244,32,137,1754.9755,958.04115,168.751,431.4032
244,99,292,9525.7355,6987.5195,970.3222,791.4656
244,250,122,9586.8475,6701.781,977.49575,773.4496
244,260,256,36517.38,16783.535,4016.4945,793.424
245,44,88,1414.8185,919.82425,167.38985,492.3824
245,117,263,11624.34,8291.3575,1059.63,838.0672
245,210,40,3109.5255,2942.026,349.55095,500.4752
246,69,126,2932.364,1921.412,291.59795,437.184
246,108,76,2680.925,2013.296,271.92635,514.9376
246,273,178,17923.235,13263.485,1611.9615,854.5152
247,32,259,3350.0355,1896.151,319.13285,446.136
247,37,151,2154.9805,1264.8275,279.28875,431.6544
247,189,293,18281.335,13678.265,2164.177,889.1824
248,130,211,10454.395,7141.64,905.04875,847.1536
248,141,114,5639.82928431373,3857.26354901961,547.038793137255,454.452392156863
248,172,288,16453.845,11580.345,1679.0175,797.8656
249,117,92,3549.33825,2564.437,379.803858333333,448.013333333333
249,141,68,3141.9655,2620.3105,414.3369,463.5856
250,287,114,12306.3,8677.8145,1079.1225,903.0672
251,36,31,515.3552,364.82205,49.11555,482.5072
251,40,261,4682.0975,3000.514,396.6957,515.7712
251,249,145,13608.235,9273.858,1171.3725,858.1552
252,88,248,7706.78057608696,5299.47794565217,727.042251086957,784.900906521739
252,93,218,7272.41415625,4658.9915625,734.525025,800.98149375
252,140,146,7207.00459375,4789.01240625,675.044571875,770.3586
252,207,255,20136.345,14778.15,1775.0465,852.9952
252,230,270,21883.11,15047.06,2265.15,779.92
252,231,181,13606.345,9795.2425,1362.9605,771.0944
253,124,114,4782.09236363636,3261.38036363636,471.801845454545,472.954327272727
253,140,265,12322.58,9345.658,1217.74,766.0656
253,216,232,19428.12,13767.02,1677.628,856.0592
254,34,294,4074.82372727273,2528.02290909091,425.389918181818,444.913890909091
254,36,177,2968.16,1687.338,272.2987,486.4384
254,42,167,2790.7725,1665.906,381.69185,436.152
254,52,84,1604.307,1085.1585,153.95635,432.3952
254,53,35,679.6154,641.47815,70.22675,508.9072
254,146,119,5891.42783333333,4152.84891666667,627.075291666667,787.190933333333
254,204,248,17292.47,12275.01,1747.647,798.2736
255,35,50,826.8346,597.16485,142.4091,482.8
255,46,164,2839.609,1752.6855,296.051,437.3248
255,51,78,1704.51,1189.6,218.85165,512.6704
255,159,227,12025.3,8807.6125,1179.3065,773.1904
255,202,297,21382.725,14775.835,2094.027,799.4352
255,216,266,19510.955,14586.2,1994.6615,779.3632
256,68,254,6397.823,4491.67354761905,634.408247619048,781.694552380952
256,90,217,6996.72357142857,4632.82823809524,750.706859523809,780.570823809524
256,148,123,6426.17316666667,4318.73075,605.328433333333,797.308016666667
256,175,174,10143.83,6991.3205,992.26975,791.6928
256,204,194,13649.745,9198.8125,1298.5835,815.3104
256,206,147,11698.445,8594.904,1055.94775,849.4912
256,213,77,6356.425,4868.5025,565.19285,872.2962
256,261,118,10162.915,7130.401,999.3832,823.3312
257,32,179,2330.029,1312.033,333.29635,487.128
257,113,90,3725.59263636364,2692.39309090909,491.591668181818,508.149381818182
257,123,153,6386.30131818182,4250.27527272727,755.548790909091,793.178063636364
257,141,291,14365.065,10158.445,1619.894,768.144
257,168,58,3808.312,3159.648,446.8008,507.1184
257,237,72,6431.68766666667,4687.86375,564.653516666667,810.7576
258,76,129,3462.8405,2351.5185,437.5747,456.92
258,132,234,10471.915,7644.642,2008.324,788.6448
258,164,166,10677.95,7291.129,901.7098,885.7696
258,223,75,6506.3765,5030.2185,547.90335,892.7536
258,223,211,16094.58,11558.3,1599.4845,796.2688
259,179,178,11132.045,7199.418,1101.173,787.2064
260,57,138,2891.1395,1818.731,269.19485,507.3792
260,110,276,12228.36,9063.7545,1014.275,843.6336
260,138,207,10398.13,6906.0855,994.7194,767.3168
260,142,211,10587.555,7107.369,980.26565,773.4752
260,151,226,13524.515,9543.182,1170.5215,852.1456
260,184,290,19330.785,13583.98,1904.928,789.5264
260,192,180,12070.43,8697.8675,1186.6385,797.2208
260,245,254,22267.675,14899.465,2180.3755,818.7728
260,266,275,33558.035,18534.09,2697.055,836.4272
261,54,54,1086.632,846.2826,105.27465,479.3792
261,285,271,31213.895,19690.99,2885.5385,804.144
262,33,191,2676.1275,1524.884,305.22705,431.7632
262,129,248,11015.775,8075.7055,1053.6185,888
262,182,45,2777.07641666667,2521.1635,312.412825,454.090666666667
262,223,41,3650.1975,3395.5305,308.8432,522.736
262,237,206,17689.285,11351.45,1723.2515,789.9488
263,239,211,20625.02,13528.025,1727.6705,857.2544
264,140,262,14805.185,11023.92,1276.0325,844.272
264,154,222,14409.965,9719.1265,1197.589,846.808
264,286,213,26535.945,16999.57,2165.9885,788.0304
265,55,179,3719.6905,2256.3785,375.2226,444.8672
265,154,141,7578.74516304348,5185.89885869565,741.810991304348,788.990643478261
265,264,252,24294.235,17425.04,2367.034,906.5088
266,115,90,4264.5615,3070.73,374.9726,527.6128
267,49,181,3460.202,2126.5385,365.1701,433.2752
267,252,110,9558.2985,6787.95,982.39145,894.1504
267,261,45,4051.55075,3688.29908333333,444.702883333333,456.462666666667
268,159,253,14094.205,10629.565,1480.3155,806.9008
268,162,56,3706.2775,3079.859,323.85465,498.4768
268,190,100,6657.02592307692,4820.67244230769,679.957259615385,825.629530769231
268,206,41,2960.14216666667,2751.59416666667,332.474391666667,458.693866666667
268,251,134,13528.07,9318.0405,1194.9365,880.7088
268,279,295,39663.995,23135.52,3327.827,814.4304
269,50,280,5472.64008333333,3819.54291666667,529.3417,460.097866666667
269,74,132,4182.5315,2733.787,360.5761,488.8656
269,119,192,8114.5075,5785.0095,814.15655,763.2448
271,140,100,4987.66709782609,3589.53573913043,522.577602173913,454.682052173913
271,289,294,35506.2,22993.38,3551.3855,790.6336
272,99,46,1648.85,1454.029,168.3734,453.6496
272,209,107,7995.36877272727,5674.43018181818,796.52225,787.747918181818
273,56,159,4017.341,2559.5835,424.16975,504.008
273,154,252,14092.37,10272.25,1417.4205,772.8032
273,164,189,11249.59,7977.484,1119.7145,791.4512
273,208,149,10983.725,7691.672,1090.124,808.9424
273,212,113,8754.36858333333,6144.97425,844.582675,803.5208
274,59,194,5141.197,3397.937,425.47565,486.9504
274,82,241,8544.538,6005.8755,1096.2531,837.7008
274,101,51,1883.934,1600.1025,198.7102,523.8032
274,166,163,12022.74,7455.285,1025.1165,911.5104
274,168,211,12661.16,9390.988,1251.0875,785.6544
275,65,222,5519.22795121951,3799.35434146341,545.428892682927,449.774204878049
275,210,188,14422.405,9595.9735,1579.535,813.0224
275,228,247,25849.06,16434.685,2189.305,778.7248
275,298,41,4367.00283333333,4127.22204761905,449.29525952381,470.546057142857
277,81,60,1815.7935,1443.2305,229.0136,448.0304
277,99,83,3123.656,2310.079,368.80205,511.08
277,140,159,8397.355,5877.65645454545,810.302904545455,810.015854545455
277,165,33,2293.6865,2091.001,198.9269,495.28
277,270,208,20528.005,14902.28,2048.512,803.3824
277,276,32,3375.81816666667,2768.16225,349.05445,464.201066666667
278,118,32,1390.53,1153.686,140.54355,525.6192
278,165,265,18519.87,13714.16,1602.674,914.8176
278,219,220,18034.835,12469.175,1785.012,798.5024
278,223,292,24889.145,18814.375,3237.9465,783.2256
280,46,270,5195.61786363636,3588.10809090909,487.814540909091,446.514909090909
280,227,292,25707.345,19108.565,2563.5515,798.7072
281,68,175,4667.2475,3027.466,447.18395,500.1104
281,148,53,2892.675,2448.712,437.32865,456.5184
281,198,46,3322.2765,2996.377,329.5245,464.2144
282,101,161,6354.02695454545,4354.47681818182,688.352590909091,468.5655
282,108,42,1701.123,1551.7735,236.0089,447.488
282,116,220,9530.127,6746.768,949.92685,885.6
282,120,107,4971.40306521739,3490.09683695652,525.656211956522,452.673669565217
282,239,171,15383.665,10559.945,1533.706,782.208
282,265,240,23600.53,17569.695,2373.7015,814.3424
283,117,292,14891.015,11537.56,1280.4635,840.3152
283,155,189,10835.935,7720.889,1422.115,796.7376
283,284,219,24947.385,17012.43,2402.9025,806.984
284,63,98,2438.148,1670.1875,345.5304,459.2352
284,253,117,12618.04,8881.5175,1120.0955,885.4879
284,276,229,24703.585,18373.21,3883.8965,1067.3968
284,290,272,29921.705,23331.43,2941.07,815.08
285,137,73,4373.1455,3351.7845,362.2227,497.4336
286,228,192,19034.845,13211.49,1701.439,860.256
286,263,117,11413.965,8323.442,1093.856,793.76
286,284,225,25784.395,17514.175,2476.1255,807.0896
287,75,44,1288.9385,1130.5445,125.8653,501.576
287,139,45,2354.545,2109.554,276.329,438.7904
287,142,151,8317.34183333333,5686.2765,816.877841666667,797.272533333333
287,153,178,10239.33,6997.478,1014.43655,800.9472
288,39,236,4108.0605,2622.02016666667,407.560616666667,443.721066666667
288,50,169,4117.906,2505.8685,404.62415,506.7152
288,108,269,11534.24,8799.003,1062.189,796.1424
288,147,186,12039.615,8489.253,990.231,848.6656
288,176,180,11844.325,8177.154,1125.6735,773.8464
288,221,144,11849.86,8313.3785,1145.0505,780.9344
288,226,111,9335.485,6620.2655,889.50815,782.4304
289,196,197,14494,10305.975,1388.784,803.6352
289,276,54,5581.9615,4750.434,532.3496,478.6544
290,61,117,2890.9925,1892.5365,284.6939,445.4736
290,82,246,8181.22808333333,5838.81,799.635766666667,781.279466666667
290,270,183,21933.245,15996.285,2062.416,791.0128
291,33,57,885.7704,601.79955,122.4387,439.5296
291,33,202,3139.8145,1948.654,292.81855,440.8592
291,51,255,5635.3035,3880.7595,536.063566666667,446.194933333333
291,75,149,4476.106,2964.256,442.14245,515.4464
291,140,299,15997.02,12717.885,1652.4865,780.6256
291,146,75,4183.457,3189.717,413.7243,456.8048
291,209,204,16037.275,11439.75,1624.881,798.248
291,251,35,3306.9355,3280.67941666667,454.453066666667,469.7624
291,270,179,18618.815,13383.475,1995.1865,792.12
292,36,90,1481.157,915.9968,152.38625,438.7008
292,155,89,5274.95321428571,3905.21916666667,547.981735714286,453.906438095238
293,60,72,1766.8355,1396.289,175.32085,512.1872
293,210,189,15163.575,10695.36,1541.4165,785.3712
294,34,241,3865.66641666667,2413.74166666667,389.187266666667,454.718933333333
294,57,233,5539.00363636364,3861.27972727273,528.860622727273,443.351854545455
294,97,35,1333.3905,1293.894,233.4261,437.6448
294,199,283,27386.895,18501.085,2356.844,782.4768
294,271,147,17606.85,12832.68,1537.1305,861.0976
295,72,68,1971.9525,1491.1335,200.49935,513.4752
295,171,54,4128.243,3514.121,405.79045,500.8512
295,204,56,4475.54633333333,3797.33558333333,453.784858333333,459.233066666667
296,37,169,2895.3585,1779.7645,352.5297,436.128
296,112,208,9173.2485,6516.6055,915.56005,785.096
296,299,41,4716.058,4415.6705,559.2335,469.2016
297,64,67,1772.548,1321.8885,189.10755,429.7584
297,193,249,19721.545,14521.27,1992.7875,783.384
297,262,259,30555.64,19702.645,2939.0315,786.9712
298,37,254,4873.13946875,3197.57578125,447.607578125,465.0601
