Rows,Cols,CPU_Rows,GPU_Rows,Rate(MB/s),Avg_time,Min_time,Max_time,GPU_Power(W),GPU_Energy(J),CPU_Power(W),CPU_Energy(J),DRAM_Power(W),DRAM_Energy(J),Total_Power_inc_DRAM(W),Total_Energy_inc_DRAM(W),Total_Power_exc_DRAM(W),Total_Energy_exc_DRAM(W),Power_efficiency,t_winner,pe_winner
16,16,0,16,4.048,0.0004,0.0003,0.0005,64.2808,0.5816,82.6345,0.7476,23.3923,0.0054,170.308,1.3346,146.915,1.3292,0.0275533,0,0
16,16,8,8,0.1169,0.0104,0.0088,0.0125,67.5841,1.2704,78.8611,1.4823,23.7222,0.0114,170.167,2.7641,146.445,2.7527,0.000798251,0,0
16,16,16,0,17.6023,0.0003,0.0001,0.0063,0,0,91.7631,0.0383,23.9317,0.0003,115.695,0.0386,91.7631,0.0383,0.191823,1,1
16,32,0,16,3.185,0.0007,0.0006,0.0007,64.9443,0.5872,81.1953,0.7341,23.3513,0.0054,169.491,1.3267,146.14,1.3213,0.0217942,0,0
16,32,8,8,0.3326,0.0076,0.0062,0.0099,67.4236,1.1009,80.6298,1.3165,23.5907,0.0099,171.644,2.4273,148.053,2.4174,0.00224649,0,0
16,32,16,0,38.0086,0.0029,0.0001,0.0166,0,0,95.9786,0.3277,23.2579,0.002,119.237,0.3297,95.9786,0.3277,0.396011,1,1
16,64,0,16,9.3065,0.0007,0.0004,0.0008,64.8281,0.5958,81.2564,0.7468,23.3884,0.0055,169.473,1.3481,146.084,1.3426,0.0637063,0,0
16,64,8,8,0.9757,0.0052,0.0042,0.0069,67.2254,0.9229,81.7757,1.1226,23.6836,0.0083,172.685,2.0538,149.001,2.0455,0.00654827,0,0
16,64,16,0,66.0764,0.0009,0.0001,0.0159,0,0,90.064,0.1367,23.1219,0.0009,113.186,0.1376,90.064,0.1367,0.733661,1,1
16,128,0,16,18.879,0.0007,0.0004,0.0008,64.7867,0.5978,80.967,0.747,23.5024,0.0056,169.256,1.3504,145.754,1.3448,0.129527,0,0
16,128,8,8,1.1075,0.0096,0.0074,0.0123,67.5718,1.2162,79.4243,1.4295,23.5889,0.0109,170.585,2.6566,146.996,2.6457,0.00753421,0,0
16,128,16,0,139.108,0.0022,0.0001,0.0147,0,0,93.7068,0.2626,22.9285,0.0016,116.635,0.2642,93.7068,0.2626,1.48451,1,1
16,256,0,16,36.6504,0.0007,0.0004,0.0009,64.8303,0.6048,80.5319,0.7512,23.4166,0.0056,168.779,1.3616,145.362,1.356,0.252132,0,0
16,256,8,8,2.1767,0.0098,0.0075,0.0116,67.5952,1.2331,79.1484,1.4438,23.7054,0.0111,170.449,2.688,146.744,2.6769,0.0148334,0,0
16,256,16,0,278.216,0.0042,0.0001,0.0136,0,0,100.038,0.4587,22.9569,0.0027,122.995,0.4614,100.038,0.4587,2.78111,1,1
16,512,0,16,46.8755,0.0007,0.0007,0.0009,65.0139,0.6177,80.8287,0.768,23.4124,0.0057,169.255,1.3914,145.843,1.3857,0.321412,0,0
16,512,8,8,4.7517,0.0085,0.0069,0.0116,67.5719,1.145,81.5333,1.3815,23.5286,0.0102,172.634,2.5367,149.105,2.5265,0.0318681,0,0
16,512,16,0,482.242,0.0023,0.0001,0.0166,0,0,92.7345,0.2543,23.2581,0.0016,115.993,0.2559,92.7345,0.2543,5.20024,1,1
16,1024,0,16,93.4959,0.0007,0.0007,0.0008,65.0723,0.5996,80.7393,0.7439,23.3407,0.0055,169.152,1.349,145.812,1.3435,0.64121,0,0
16,1024,8,8,9.8682,0.0083,0.0066,0.0098,67.5708,1.1356,80.4641,1.3522,23.5486,0.0101,171.583,2.4979,148.035,2.4878,0.0666613,0,0
16,1024,16,0,649.83,0.0002,0.0001,0.0007,0,0,86.7266,0.0251,24.7875,0.0002,111.514,0.0253,86.7266,0.0251,7.49285,1,1
16,2048,0,16,185.917,0.0008,0.0007,0.0011,65.0989,0.6206,80.6026,0.7684,23.2968,0.0057,168.998,1.3947,145.702,1.389,1.27601,0,0
16,2048,8,8,18.6389,0.0086,0.007,0.0124,67.5635,1.1659,79.7165,1.3756,23.5717,0.0104,170.852,2.5519,147.28,2.5415,0.126554,0,0
16,2048,16,0,999.556,0.0001,0.0001,0.0002,0,0,87.4938,0.0275,25.2641,0.0002,112.758,0.0277,87.4938,0.0275,11.4243,1,1
16,4096,0,16,275.36,0.001,0.001,0.0013,65.7948,0.636,80.8122,0.7812,23.3508,0.0058,169.958,1.423,146.607,1.4172,1.87822,0,0
16,4096,8,8,36.8803,0.009,0.0071,0.0109,67.6513,1.1967,78.5777,1.3899,23.5537,0.0107,169.783,2.5973,146.229,2.5866,0.252209,0,0
16,4096,16,0,1402.44,0.0004,0.0002,0.0008,0,0,86.827,0.044,23.3687,0.0003,110.196,0.0443,86.827,0.044,16.1521,1,1
16,8192,0,16,436.574,0.0013,0.0012,0.0043,66.4096,0.6702,80.0084,0.8073,23.4395,0.0061,169.858,1.4836,146.418,1.4775,2.9817,0,0
16,8192,8,8,73.4919,0.0089,0.0071,0.0105,67.8003,1.183,79.6577,1.3898,23.644,0.0106,171.102,2.5834,147.458,2.5728,0.498392,0,0
16,8192,16,0,2437.94,0.003,0.0002,0.0138,0,0,96.5034,0.3346,23.3009,0.0021,119.804,0.3367,96.5034,0.3346,25.2628,1,1
16,16384,0,16,602.637,0.0019,0.0017,0.0046,67.2509,0.7086,79.8485,0.8413,23.3149,0.0063,170.414,1.5562,147.099,1.5499,4.0968,0,0
16,16384,8,8,133.663,0.0092,0.0078,0.0108,67.9272,1.2105,79.8186,1.4223,23.7032,0.0108,171.449,2.6436,147.746,2.6328,0.904682,0,0
16,16384,16,0,2289.46,0.002,0.0005,0.0136,0,0,93.6303,0.2246,23.9007,0.0015,117.531,0.2261,93.6303,0.2246,24.4521,1,1
16,32768,0,16,771.587,0.0032,0.0027,0.0064,68.2915,0.8079,79.8011,0.944,23.389,0.0071,171.482,1.759,148.093,1.7519,5.21017,1,1
16,32768,8,8,245.283,0.0109,0.0085,0.0125,68.2103,1.34,80.0502,1.5726,23.9374,0.0121,172.198,2.9247,148.261,2.9126,1.65441,0,0
16,32768,16,0,180.677,0.0139,0.0116,0.0166,0,0,107.648,1.5337,23.2301,0.0085,130.879,1.5422,107.648,1.5337,1.6784,0,0
16,65536,0,16,819.385,0.0053,0.0051,0.0061,68.916,0.9716,78.606,1.1082,23.2803,0.0084,170.802,2.0882,147.522,2.0798,5.55432,0,0
16,65536,8,8,505.581,0.0118,0.0083,0.0145,68.4611,1.3916,81.5234,1.6571,24.2571,0.0126,174.242,3.0613,149.984,3.0487,3.37089,0,0
16,65536,16,0,2165.46,0.0026,0.0019,0.0044,0,0,96.9748,0.2704,25.2474,0.0018,122.222,0.2722,96.9748,0.2704,22.3301,1,1
32,16,0,32,9.9421,0.0004,0.0002,0.0006,64.6587,0.5873,81.0192,0.7358,23.262,0.0054,168.94,1.3285,145.678,1.3231,0.0682471,0,0
32,16,8,24,0.3582,0.0072,0.0057,0.0094,67.5979,1.0675,80.1115,1.2651,23.6199,0.0096,171.329,2.3422,147.709,2.3326,0.00242503,0,0
32,16,16,16,0.272,0.0095,0.0075,0.0109,67.7611,1.2184,80.1447,1.441,23.6188,0.0109,171.525,2.6703,147.906,2.6594,0.00183901,0,0
32,16,24,8,0.4708,0.0051,0.0043,0.0072,67.4148,0.9114,80.9817,1.0948,23.5248,0.0082,171.921,2.0144,148.397,2.0062,0.00317258,0,0
32,16,32,0,31.0106,0.0022,0.0001,0.016,0,0,92.8565,0.2563,23.0664,0.0016,115.923,0.2579,92.8565,0.2563,0.333963,1,1
32,32,0,32,18.3742,0.0004,0.0002,0.0006,64.4077,0.5834,81.0575,0.7342,23.3808,0.0054,168.846,1.323,145.465,1.3176,0.126313,0,0
32,32,8,24,0.5694,0.0097,0.0072,0.0121,67.7572,1.2381,79.0534,1.4445,23.576,0.011,170.387,2.6936,146.811,2.6826,0.00387847,0,0
32,32,16,16,0.6364,0.008,0.0064,0.0105,67.6624,1.1206,81.8041,1.3547,23.7029,0.0101,173.169,2.4854,149.466,2.4753,0.00425781,0,0
32,32,24,8,0.6365,0.0082,0.0064,0.0101,67.709,1.1338,80.8629,1.354,23.6473,0.0102,172.219,2.498,148.572,2.4878,0.00428412,0,0
32,32,32,0,65.0753,0.0019,0.0001,0.0153,0,0,92.9424,0.2279,23.5,0.0015,116.442,0.2294,92.9424,0.2279,0.700168,1,1
32,64,0,32,18.7043,0.0007,0.0004,0.0008,64.9273,0.5851,81.4097,0.7336,23.4767,0.0054,169.814,1.3241,146.337,1.3187,0.127817,0,0
32,64,8,24,1.3168,0.008,0.0062,0.0099,67.6993,1.1133,80.0167,1.3158,23.5798,0.0099,171.296,2.439,147.716,2.4291,0.0089144,0,0
32,64,16,16,1.4097,0.0076,0.0058,0.0094,67.6587,1.0817,81.8393,1.3084,23.643,0.0097,173.141,2.3998,149.498,2.3901,0.00942956,0,0
32,64,24,8,0.9827,0.01,0.0083,0.0127,67.8212,1.2654,79.3144,1.4798,23.5839,0.0113,170.72,2.7565,147.136,2.7452,0.00667887,0,0
32,64,32,0,109.079,0.0002,0.0001,0.0007,0,0,84.2022,0.0293,22.6632,0.0002,106.865,0.0295,84.2022,0.0293,1.29544,1,1
32,128,0,32,36.7287,0.0007,0.0004,0.0009,64.9386,0.5961,80.805,0.7416,23.3025,0.0055,169.046,1.3432,145.744,1.3377,0.252009,0,0
32,128,8,24,2.0439,0.0099,0.008,0.0112,67.7789,1.2495,79.8381,1.4717,23.5973,0.0112,171.214,2.7324,147.617,2.7212,0.013846,0,0
32,128,16,16,2.2621,0.0093,0.0072,0.0125,67.7644,1.2024,80.5408,1.4291,23.5246,0.0107,171.83,2.6422,148.305,2.6315,0.015253,0,0
32,128,24,8,2.2816,0.0091,0.0072,0.0115,67.7993,1.2049,80.3301,1.4275,23.5403,0.0107,171.67,2.6431,148.129,2.6324,0.0154027,0,0
32,128,32,0,272.696,0.0028,0.0001,0.0159,0,0,96.1287,0.3248,23.0598,0.002,119.188,0.3268,96.1287,0.3248,2.83678,1,1
32,256,0,32,41.7494,0.0008,0.0008,0.001,65.231,0.6188,80.2967,0.7616,23.3278,0.0057,168.855,1.3861,145.528,1.3804,0.286883,0,0
32,256,8,24,4.075,0.0096,0.008,0.011,67.8096,1.2421,78.6182,1.4401,23.4982,0.011,169.926,2.6932,146.428,2.6822,0.0278294,0,0
32,256,16,16,5.1087,0.0077,0.0064,0.0096,67.7769,1.1452,80.3761,1.358,23.7023,0.0103,171.855,2.5135,148.153,2.5032,0.0344826,0,0
32,256,24,8,4.0945,0.0095,0.008,0.0112,67.7871,1.2122,79.6752,1.4248,23.5289,0.0108,170.991,2.6478,147.462,2.637,0.0277664,0,0
32,256,32,0,475.567,0.001,0.0001,0.0137,0,0,91.3576,0.1395,23.7036,0.0009,115.061,0.1404,91.3576,0.1395,5.20556,1,1
32,512,0,32,95.1135,0.0007,0.0007,0.0008,65.0931,0.5929,81.3659,0.741,23.2968,0.0054,169.756,1.3393,146.459,1.3339,0.649421,0,0
32,512,8,24,7.3686,0.0104,0.0089,0.0122,67.8802,1.2768,79.1787,1.4893,23.5977,0.0114,170.657,2.7775,147.059,2.7661,0.0501065,0,0
32,512,16,16,9.7436,0.0081,0.0067,0.0093,67.745,1.1153,80.7966,1.3302,23.5525,0.0099,172.094,2.4554,148.542,2.4455,0.0655951,0,0
32,512,24,8,9.8966,0.0079,0.0066,0.0096,67.7537,1.1521,80.2903,1.3653,23.5581,0.0103,171.602,2.5277,148.044,2.5174,0.066849,0,0
32,512,32,0,643.742,0.0004,0.0001,0.0007,0,0,87.1564,0.0479,23.9679,0.0003,111.124,0.0482,87.1564,0.0479,7.38606,1,1
32,1024,0,32,190.227,0.0007,0.0007,0.0009,64.9241,0.6042,80.6988,0.751,23.3822,0.0056,169.005,1.3608,145.623,1.3552,1.3063,0,0
32,1024,8,24,17.9109,0.0091,0.0073,0.0114,67.8705,1.2091,79.3551,1.4137,23.5546,0.0108,170.78,2.6336,147.226,2.6228,0.121656,0,0
32,1024,16,16,18.6232,0.0087,0.007,0.0109,67.8601,1.1738,81.6079,1.4116,23.7338,0.0105,173.202,2.5959,149.468,2.5854,0.124597,0,0
32,1024,24,8,18.5791,0.008,0.0071,0.0093,67.8166,1.1399,79.5508,1.3371,23.6022,0.0102,170.97,2.4872,147.367,2.477,0.126073,0,0
32,1024,32,0,1424.24,0.0027,0.0001,0.0143,0,0,96.0452,0.3065,23.3019,0.0019,119.347,0.3084,96.0452,0.3065,14.8288,1,1
32,2048,0,32,208.874,0.0014,0.0013,0.0048,66.2842,0.6934,79.8961,0.8358,23.4048,0.0063,169.585,1.5355,146.18,1.5292,1.42888,0,0
32,2048,8,24,31.1485,0.0103,0.0084,0.0121,67.991,1.3246,78.6504,1.5322,23.5915,0.0118,170.233,2.8686,146.641,2.8568,0.212413,0,0
32,2048,16,16,35.9048,0.0086,0.0073,0.0101,67.8156,1.1489,80.9447,1.3713,23.6489,0.0103,172.409,2.5305,148.76,2.5202,0.24136,0,0
32,2048,24,8,35.4784,0.0087,0.0074,0.0106,67.9339,1.1971,79.6745,1.404,23.5602,0.0106,171.169,2.6117,147.608,2.6011,0.240355,0,0
32,2048,32,0,1253.72,0.0004,0.0002,0.0008,0,0,87.2344,0.045,25.647,0.0003,112.881,0.0453,87.2344,0.045,14.3718,1,1
32,4096,0,32,445.507,0.0012,0.0012,0.0014,66.3039,0.6314,82.3157,0.7839,23.3445,0.0057,171.964,1.421,148.62,1.4153,2.99763,0,0
32,4096,8,24,81.5359,0.0081,0.0064,0.01,68.0026,1.1171,80.3393,1.3198,23.5277,0.0099,171.87,2.4468,148.342,2.4369,0.549648,0,0
32,4096,16,16,68.3202,0.0095,0.0077,0.0111,67.9658,1.2145,80.6203,1.4405,23.6858,0.0109,172.272,2.6659,148.586,2.655,0.459802,0,0
32,4096,24,8,65.6758,0.0093,0.008,0.0123,68.0666,1.2421,80.6071,1.4709,23.7592,0.0111,172.433,2.7241,148.674,2.713,0.441745,0,0
32,4096,32,0,1485.83,0.0004,0.0004,0.0012,0,0,88.1771,0.0649,25.4281,0.0005,113.605,0.0654,88.1771,0.0649,16.8505,1,1
32,8192,0,32,651.369,0.0018,0.0016,0.0053,67.1105,0.6821,81.4476,0.8278,23.4298,0.0061,171.988,1.516,148.558,1.5099,4.38461,0,0
32,8192,8,24,167.341,0.0075,0.0063,0.0095,68.1958,1.0784,81.3638,1.2866,23.6594,0.0096,173.219,2.3746,149.56,2.365,1.11889,0,0
32,8192,16,16,130.992,0.0096,0.008,0.0122,68.2263,1.2941,79.9293,1.5161,23.8176,0.0116,171.973,2.8218,148.156,2.8102,0.88415,0,0
32,8192,24,8,152.498,0.009,0.0069,0.0105,68.2028,1.1945,80.9187,1.4172,23.7823,0.0107,172.904,2.6224,149.121,2.6117,1.02264,0,0
32,8192,32,0,1667.19,0.0008,0.0006,0.0014,0,0,91.2188,0.0898,25.5729,0.0006,116.792,0.0904,91.2188,0.0898,18.2768,1,1
32,16384,0,32,819.537,0.0033,0.0026,0.0058,68.4504,0.8269,79.3327,0.9583,23.4948,0.0073,171.278,1.7925,147.783,1.7852,5.54554,1,1
32,16384,8,24,234.869,0.0105,0.0089,0.0124,68.571,1.2944,80.2355,1.5145,23.849,0.0115,172.655,2.8204,148.806,2.8089,1.57835,0,0
32,16384,16,16,247.631,0.0104,0.0085,0.0139,68.5152,1.3146,80.3909,1.5424,23.8405,0.0117,172.747,2.8687,148.906,2.857,1.663,0,0
32,16384,24,8,221.386,0.011,0.0095,0.0136,68.4696,1.367,81.4779,1.6267,23.8833,0.0122,173.831,3.0059,149.947,2.9937,1.47642,0,0
32,16384,32,0,176.26,0.0142,0.0119,0.0171,0,0,107.74,1.5771,23.2228,0.0087,130.963,1.5858,107.74,1.5771,1.63598,0,0
32,32768,0,32,893.73,0.005,0.0047,0.0085,69.1817,0.9425,79.3365,1.0807,23.2961,0.0081,171.814,2.0313,148.518,2.0232,6.01765,0,0
32,32768,8,24,400.377,0.013,0.0105,0.0155,68.8697,1.5292,80.0462,1.7773,24.1031,0.0137,173.019,3.3202,148.916,3.3065,2.68861,0,0
32,32768,16,16,434.912,0.0123,0.0096,0.0153,68.712,1.4574,81.6282,1.7313,24.1026,0.0131,174.443,3.2018,150.34,3.1887,2.89285,0,0
32,32768,24,8,410.879,0.0128,0.0102,0.0156,68.6488,1.463,82.2204,1.7522,24.1691,0.0132,175.038,3.2284,150.869,3.2152,2.72341,0,0
32,32768,32,0,2394.15,0.0065,0.0018,0.0155,0,0,107.064,0.7449,23.9443,0.0043,131.009,0.7492,107.064,0.7449,22.3617,1,1
32,65536,0,32,913.809,0.0098,0.0092,0.0125,69.7088,1.2913,77.4651,1.4349,23.4512,0.0111,170.625,2.7373,147.174,2.7262,6.20904,0,0
32,65536,8,24,717.404,0.0148,0.0117,0.0204,69.281,1.6428,83.124,1.9709,24.5834,0.0149,176.988,3.6286,152.405,3.6137,4.70722,0,0
32,65536,16,16,738.113,0.0149,0.0114,0.02,68.9772,1.6314,83.6696,1.9788,24.5926,0.0149,177.239,3.6251,152.647,3.6102,4.83543,0,0
32,65536,24,8,667.876,0.0155,0.0126,0.0203,68.7758,1.6602,83.5639,2.0172,24.5894,0.0152,176.929,3.6926,152.34,3.6774,4.38412,0,0
32,65536,32,0,2381.02,0.0097,0.0035,0.0186,0,0,110.24,1.1253,24.4791,0.0064,134.719,1.1317,110.24,1.1253,21.5986,1,1
64,16,0,64,5.7038,0.0008,0.0007,0.0008,65.3298,0.6119,80.47,0.7536,23.3422,0.0056,169.142,1.3711,145.8,1.3655,0.0391208,0,0
64,16,8,56,0.6958,0.0071,0.0059,0.0092,67.7375,1.0458,80.6583,1.2452,23.4541,0.0093,171.85,2.3003,148.396,2.291,0.00468881,0,0
64,16,16,48,0.6204,0.0082,0.0066,0.0106,67.886,1.1324,81.1349,1.3533,23.4998,0.0101,172.521,2.4958,149.021,2.4857,0.00416317,0,0
64,16,24,40,0.6734,0.0077,0.0061,0.0094,67.8399,1.0886,81.0247,1.3001,23.7019,0.0098,172.566,2.3985,148.865,2.3887,0.00452357,0,0
64,16,32,32,0.5224,0.0099,0.0078,0.0121,68.0046,1.2878,79.2864,1.5014,23.6649,0.0115,170.956,2.8007,147.291,2.7892,0.00354672,0,0
64,16,40,24,0.722,0.0066,0.0057,0.0079,67.7434,1.0529,80.5878,1.2525,23.4125,0.0093,171.744,2.3147,148.331,2.3054,0.00486749,0,0
64,16,48,16,0.6366,0.0079,0.0064,0.0115,67.8315,1.1183,80.5011,1.3272,23.7669,0.01,172.1,2.4555,148.333,2.4455,0.00429171,0,0
64,16,56,8,0.5291,0.0091,0.0077,0.0123,67.9638,1.2563,80.0641,1.4799,23.6725,0.0112,171.7,2.7474,148.028,2.7362,0.00357433,0,0
64,16,64,0,33.5544,0.0004,0.0001,0.0007,0,0,84.946,0.0431,23.3379,0.0003,108.284,0.0434,84.946,0.0431,0.395009,1,1
64,32,0,64,36.5529,0.0004,0.0002,0.0006,64.496,0.5882,81.0423,0.739,23.42,0.0055,168.958,1.3327,145.538,1.3272,0.251157,0,0
64,32,8,56,1.0703,0.0099,0.0077,0.0118,67.9695,1.2599,80.5537,1.4931,23.6677,0.0112,172.191,2.7642,148.523,2.753,0.00720628,0,0
64,32,16,48,1.1351,0.0093,0.0072,0.0104,67.9017,1.2182,80.0908,1.4369,23.6626,0.0109,171.655,2.666,147.993,2.6551,0.00766998,0,0
64,32,24,40,1.5177,0.0066,0.0054,0.0091,67.8088,1.0303,80.7676,1.2271,23.4837,0.0091,172.06,2.2665,148.576,2.2574,0.0102149,0,0
64,32,32,32,1.2295,0.0079,0.0067,0.0104,67.9031,1.1235,80.832,1.3374,23.6961,0.0101,172.431,2.471,148.735,2.4609,0.00826637,0,0
64,32,40,24,1.4237,0.0069,0.0058,0.0089,67.7709,1.0467,80.7373,1.2469,23.5873,0.0093,172.095,2.3029,148.508,2.2936,0.00958668,0,0
64,32,48,16,1.6309,0.0065,0.005,0.0081,67.7384,1.0145,80.9838,1.2128,23.5684,0.009,172.291,2.2363,148.722,2.2273,0.0109661,0,0
64,32,56,8,1.7785,0.0063,0.0046,0.0083,67.7321,1.0159,81.0107,1.215,23.5031,0.009,172.246,2.2399,148.743,2.2309,0.0119569,0,0
64,32,64,0,75.8493,0.0004,0.0001,0.0007,0,0,85.264,0.0455,24.4382,0.0003,109.702,0.0458,85.264,0.0455,0.889582,1,1
64,64,0,64,71.8823,0.0004,0.0002,0.0006,64.6178,0.5834,80.9675,0.731,23.4575,0.0054,169.043,1.3198,145.585,1.3144,0.493747,0,0
64,64,8,56,2.6307,0.0078,0.0062,0.0104,67.9167,1.1004,79.5913,1.2895,23.6361,0.0098,171.144,2.3997,147.508,2.3899,0.0178343,0,0
64,64,16,48,2.2512,0.0083,0.0073,0.0101,67.9458,1.1498,80.1889,1.3569,23.7064,0.0103,171.841,2.517,148.135,2.5067,0.015197,0,0
64,64,24,40,2.3129,0.0085,0.0071,0.011,67.8571,1.1667,79.9105,1.3739,23.6074,0.0104,171.375,2.551,147.768,2.5406,0.0156523,0,0
64,64,32,32,2.305,0.0082,0.0071,0.0103,67.8523,1.1267,80.814,1.3419,23.6511,0.0101,172.317,2.4787,148.666,2.4686,0.0155045,0,0
64,64,40,24,2.4377,0.0088,0.0067,0.011,67.9927,1.1789,79.806,1.3836,23.5917,0.0105,171.39,2.573,147.799,2.5625,0.0164934,0,0
64,64,48,16,2.6872,0.0078,0.0061,0.0102,67.9039,1.1061,81.1594,1.322,23.6687,0.0099,172.732,2.438,149.063,2.4281,0.0180272,0,0
64,64,56,8,3.8271,0.0052,0.0043,0.0066,67.6987,0.9229,80.9316,1.1032,23.5113,0.0082,172.142,2.0343,148.63,2.0261,0.0257491,0,0
64,64,64,0,172.229,0.0012,0.0001,0.0159,0,0,90.4456,0.1584,23.1068,0.001,113.552,0.1594,90.4456,0.1584,1.90423,1,1
64,128,0,64,66.3315,0.0007,0.0005,0.0009,65.1376,0.5916,81.3608,0.7389,23.465,0.0055,169.963,1.336,146.498,1.3305,0.45278,0,0
64,128,8,56,5.0373,0.0087,0.0065,0.0106,67.9785,1.1842,79.4395,1.3838,23.5697,0.0105,170.988,2.5785,147.418,2.568,0.0341702,0,0
64,128,16,48,6.0093,0.0064,0.0055,0.0076,67.7423,1.0189,81.4371,1.2248,23.6695,0.0091,172.849,2.2528,149.179,2.2437,0.0402824,0,0
64,128,24,40,7.3702,0.0054,0.0044,0.0067,67.667,0.9293,80.9768,1.112,23.434,0.0083,172.078,2.0496,148.644,2.0413,0.049583,0,0
64,128,32,32,4.8567,0.0081,0.0067,0.01,67.877,1.1361,81.0365,1.3563,23.6737,0.0102,172.587,2.5026,148.913,2.4924,0.0326142,0,0
64,128,40,24,4.194,0.0095,0.0078,0.0116,68.0282,1.2231,80.0151,1.4386,23.6895,0.0109,171.733,2.6726,148.043,2.6617,0.0283295,0,0
64,128,48,16,4.208,0.0097,0.0078,0.0124,67.9635,1.2311,80.4274,1.4568,23.5901,0.011,171.981,2.6989,148.391,2.6879,0.0283575,0,0
64,128,56,8,4.9394,0.0082,0.0066,0.0098,67.9422,1.1254,80.5516,1.3341,23.6685,0.0101,172.162,2.4696,148.494,2.4595,0.0332633,0,0
64,128,64,0,308.852,0.0012,0.0001,0.0152,0,0,90.5751,0.1556,22.8556,0.001,113.431,0.1566,90.5751,0.1556,3.4099,1,1
64,256,0,64,85.1015,0.0009,0.0008,0.0012,65.5793,0.6388,80.3758,0.7829,23.2746,0.0058,169.23,1.4275,145.955,1.4217,0.583066,0,0
64,256,8,56,14.9082,0.0053,0.0044,0.0068,67.7066,0.94,80.7043,1.1204,23.5006,0.0084,171.911,2.0688,148.411,2.0604,0.100452,0,0
64,256,16,48,9.7436,0.0078,0.0067,0.0091,67.9308,1.1097,80.925,1.3219,23.5989,0.0099,172.455,2.4415,148.856,2.4316,0.0654566,0,0
64,256,24,40,8.7357,0.0093,0.0075,0.0111,67.9455,1.2248,80.3011,1.4475,23.699,0.011,171.946,2.6833,148.247,2.6723,0.0589268,0,0
64,256,32,32,12.5526,0.0065,0.0052,0.0077,67.7096,1.0113,81.221,1.2131,23.6639,0.0091,172.595,2.2335,148.931,2.2244,0.0842849,0,0
64,256,40,24,8.371,0.0096,0.0078,0.0114,68.0575,1.2536,79.8049,1.47,23.6123,0.0112,171.475,2.7348,147.862,2.7236,0.0566134,0,0
64,256,48,16,9.9919,0.0081,0.0066,0.0106,67.9436,1.1293,80.7306,1.3418,23.6931,0.0101,172.367,2.4812,148.674,2.4711,0.0672067,0,0
64,256,56,8,8.654,0.0094,0.0076,0.0117,67.9106,1.2173,81.0759,1.4532,23.6152,0.0109,172.602,2.6814,148.987,2.6705,0.0580858,0,0
64,256,64,0,430.843,0.0004,0.0002,0.0008,0,0,87.8633,0.0421,24.9658,0.0003,112.829,0.0424,87.8633,0.0421,4.90356,1,1
64,512,0,64,183.803,0.0008,0.0007,0.0009,65.3687,0.61,81.7705,0.763,23.425,0.0056,170.564,1.3786,147.139,1.373,1.24918,0,0
64,512,8,56,17.862,0.0093,0.0073,0.0116,67.9586,1.2274,80.1651,1.4478,23.6079,0.0109,171.732,2.6861,148.124,2.6752,0.120588,0,0
64,512,16,48,16.9234,0.0096,0.0077,0.0119,68.0117,1.2247,79.6905,1.435,23.6697,0.0109,171.372,2.6706,147.702,2.6597,0.114578,0,0
64,512,24,40,17.2803,0.0092,0.0076,0.0113,67.9442,1.2024,80.9637,1.4328,23.7442,0.0108,172.652,2.646,148.908,2.6352,0.116047,0,0
64,512,32,32,16.6125,0.0096,0.0079,0.0111,68.0134,1.2274,80.5505,1.4536,23.6849,0.011,172.249,2.692,148.564,2.681,0.111821,0,0
64,512,40,24,17.0245,0.0098,0.0077,0.0114,67.9498,1.2347,79.8437,1.4507,23.6273,0.011,171.421,2.6964,147.793,2.6854,0.115191,0,0
64,512,48,16,18.5917,0.0085,0.0071,0.011,67.8705,1.1582,80.2582,1.3696,23.594,0.0103,171.723,2.5381,148.129,2.5278,0.12551,0,0
64,512,56,8,17.7461,0.0085,0.0074,0.0104,67.9562,1.1495,80.8759,1.368,23.6647,0.0103,172.497,2.5278,148.832,2.5175,0.119236,0,0
64,512,64,0,879.609,0.0039,0.0001,0.0142,0,0,99.5496,0.4387,22.9836,0.0026,122.533,0.4413,99.5496,0.4387,8.83589,1,1
64,1024,0,64,278.851,0.0011,0.0009,0.0041,65.9783,0.6495,80.3531,0.7909,23.3663,0.0059,169.698,1.4463,146.331,1.4404,1.90562,0,0
64,1024,8,56,43.2436,0.0075,0.0061,0.0102,67.9897,1.0774,80.4773,1.2752,23.6481,0.0096,172.115,2.3622,148.467,2.3526,0.291267,0,0
64,1024,16,48,30.3372,0.0098,0.0086,0.0119,68.1046,1.2384,80.3065,1.4602,23.7795,0.0111,172.191,2.7097,148.411,2.6986,0.204413,0,0
64,1024,24,40,39.4203,0.0086,0.0066,0.0107,68.0022,1.1775,80.0846,1.3867,23.7463,0.0105,171.833,2.5747,148.087,2.5642,0.266197,0,0
64,1024,32,32,37.4646,0.0085,0.007,0.0117,68.0872,1.1907,79.8423,1.3962,23.7316,0.0106,171.661,2.5975,147.929,2.5869,0.25326,0,0
64,1024,40,24,40.2251,0.0075,0.0065,0.0094,67.9735,1.0845,81.1593,1.2948,23.4488,0.0096,172.582,2.3889,149.133,2.3793,0.269727,0,0
64,1024,48,16,37.2262,0.0089,0.007,0.0107,67.9562,1.1795,80.7331,1.4012,23.5927,0.0105,172.282,2.5912,148.689,2.5807,0.250362,0,0
