Rows,Cols,CPU_Rows,GPU_Rows,Rate(MB/s),Avg_time,Min_time,Max_time,GPU_Power(W),GPU_Energy(J),CPU_Power(W),CPU_Energy(J),DRAM_Power(W),DRAM_Energy(J),Total_Power_inc_DRAM(W),Total_Energy_inc_DRAM(W),Total_Power_exc_DRAM(W),Total_Energy_exc_DRAM(W),Power_efficiency,t_winner,pe_winner
1024,16,224,800,6.8117,0.0118,0.0096,0.014,70.7992,1.47,80.3677,1.6687,23.6563,0.0126,174.823,3.1513,151.167,3.1387,0.0450608,0,0
1024,16,256,768,8.561,0.0092,0.0077,0.0115,70.5613,1.2622,82.8535,1.482,23.7313,0.0109,177.146,2.7551,153.415,2.7442,0.055803,0,0
1024,16,288,736,7.9036,0.0107,0.0083,0.0131,70.3011,1.3827,80.6128,1.5855,23.7022,0.012,174.616,2.9802,150.914,2.9682,0.0523716,0,0
1024,16,320,704,9.3198,0.009,0.007,0.0109,70.0411,1.2316,81.4285,1.4317,23.5826,0.0106,175.052,2.6739,151.47,2.6633,0.0615292,0,0
1024,16,352,672,7.7675,0.01,0.0084,0.0117,70.1326,1.3095,80.8743,1.51,23.7011,0.0113,174.708,2.8308,151.007,2.8195,0.051438,0,0
1024,16,384,640,7.7779,0.0098,0.0084,0.0115,69.7691,1.3043,81.0453,1.5151,23.6418,0.0113,174.456,2.8307,150.814,2.8194,0.0515727,0,0
1024,16,416,608,9.4528,0.0095,0.0069,0.0117,69.5718,1.2612,82.2045,1.4902,23.7681,0.011,175.544,2.7624,151.776,2.7514,0.0622811,0,0
1024,16,448,576,6.7942,0.0111,0.0096,0.0139,69.4068,1.382,80.5057,1.603,23.6207,0.0121,173.533,2.9971,149.913,2.985,0.0453211,0,0
1024,16,480,544,8.1675,0.0098,0.008,0.0123,69.4752,1.2737,81.5911,1.4958,23.6408,0.0111,174.707,2.7806,151.066,2.7695,0.0540657,0,0
1024,16,512,512,7.4864,0.0098,0.0088,0.0116,69.3023,1.282,81.4716,1.5071,23.6233,0.0112,174.397,2.8003,150.774,2.7891,0.0496532,0,0
1024,16,544,480,7.1529,0.0114,0.0092,0.0141,69.0431,1.3594,80.7791,1.5905,23.5979,0.0119,173.42,2.9618,149.822,2.9499,0.0477426,0,0
1024,16,576,448,7.2217,0.0104,0.0091,0.0123,69.0017,1.2907,81.3794,1.5221,23.6581,0.0113,174.039,2.8241,150.381,2.8128,0.0480227,0,0
1024,16,608,416,7.8854,0.0098,0.0083,0.0123,68.8083,1.2486,81.4451,1.4778,23.6366,0.011,173.89,2.7374,150.253,2.7264,0.0524807,0,0
1024,16,640,384,6.9321,0.0112,0.0095,0.0136,68.7961,1.3608,80.6067,1.5944,23.7337,0.012,173.137,2.9672,149.403,2.9552,0.0463987,0,0
1024,16,672,352,7.1375,0.0109,0.0092,0.0128,68.756,1.3221,81.3638,1.5645,23.6248,0.0116,173.745,2.8982,150.12,2.8866,0.0475454,0,0
1024,16,704,320,7.2883,0.011,0.009,0.0136,68.5621,1.3423,81.4899,1.5953,23.8109,0.012,173.863,2.9496,150.052,2.9376,0.0485718,0,0
1024,16,736,288,8.9029,0.0104,0.0074,0.0125,68.4883,1.2858,80.9847,1.5204,23.6684,0.0114,173.141,2.8176,149.473,2.8062,0.0595619,0,0
1024,16,768,256,7.9245,0.0103,0.0083,0.0119,68.4668,1.2868,80.9726,1.5218,23.617,0.0114,173.056,2.82,149.439,2.8086,0.0530282,0,0
1024,16,800,224,7.8188,0.0099,0.0084,0.0118,68.3127,1.2512,81.8127,1.4985,23.6761,0.0111,173.802,2.7608,150.125,2.7497,0.0520818,0,0
1024,16,832,192,8.2934,0.0098,0.0079,0.012,68.3696,1.2675,80.9668,1.5009,23.7546,0.0113,173.091,2.7797,149.336,2.7684,0.055535,0,0
1024,16,864,160,8.0908,0.01,0.0081,0.0119,68.3225,1.2687,81.4756,1.5129,23.5864,0.0112,173.385,2.7928,149.798,2.7816,0.0540114,0,0
1024,16,896,128,7.0942,0.0115,0.0092,0.0152,68.2754,1.3742,81.8437,1.6473,23.7422,0.0123,173.861,3.0338,150.119,3.0215,0.0472571,0,0
1024,16,928,96,7.8204,0.0103,0.0084,0.0133,68.2174,1.2749,80.8257,1.5104,23.7177,0.0114,172.761,2.7967,149.043,2.7853,0.0524707,0,0
1024,16,960,64,7.0817,0.0113,0.0093,0.0127,68.2917,1.3498,80.6388,1.5938,23.69,0.012,172.62,2.9556,148.93,2.9436,0.0475504,0,0
1024,16,992,32,8.3666,0.0098,0.0078,0.0127,68.1614,1.2538,81.4216,1.4977,23.6049,0.0111,173.188,2.7626,149.583,2.7515,0.0559328,0,0
1024,16,1024,0,59.3689,0.0014,0.0011,0.0016,0,0,96.2523,0.1414,25.2726,0.001,121.525,0.1424,96.2523,0.1414,0.616805,1,1
1024,32,0,1024,51.1401,0.0027,0.0026,0.0053,71.3853,0.8033,80.5807,0.9067,23.3756,0.0067,175.342,1.7167,151.966,1.71,0.336523,0,0
1024,32,32,992,19.8504,0.0084,0.0066,0.0107,73.4034,1.2476,81.6876,1.3884,23.6989,0.0103,178.79,2.6463,155.091,2.636,0.127992,0,0
1024,32,64,960,18.7617,0.0082,0.007,0.01,73.1443,1.2492,80.4062,1.3731,23.6082,0.0103,177.159,2.6326,153.55,2.6223,0.122186,0,0
1024,32,96,928,16.2079,0.0103,0.0081,0.0127,72.3834,1.3667,81.0557,1.5304,23.7339,0.0115,177.173,2.9086,153.439,2.8971,0.105631,0,0
1024,32,128,896,20.078,0.0086,0.0065,0.011,72.1796,1.2797,80.2996,1.4236,23.5874,0.0107,176.067,2.714,152.479,2.7033,0.131677,0,0
1024,32,160,864,15.3178,0.0095,0.0086,0.0109,71.8671,1.2879,81.0542,1.4525,23.7328,0.0109,176.654,2.7513,152.921,2.7404,0.100168,0,0
1024,32,192,832,16.5619,0.0093,0.0079,0.0106,71.7287,1.2867,80.7611,1.4486,23.673,0.0109,176.163,2.7462,152.49,2.7353,0.10861,0,0
1024,32,224,800,14.7108,0.0105,0.0089,0.0122,71.2329,1.3623,81.294,1.5547,23.7019,0.0116,176.229,2.9286,152.527,2.917,0.0964472,0,0
1024,32,256,768,14.407,0.0112,0.0091,0.0138,70.9995,1.4157,80.3993,1.6031,23.5923,0.0121,174.991,3.0309,151.399,3.0188,0.0951593,0,0
1024,32,288,736,13.4185,0.0113,0.0098,0.0126,70.7649,1.4148,80.7131,1.6136,23.7138,0.0122,175.192,3.0406,151.478,3.0284,0.0885838,0,0
1024,32,320,704,20.2929,0.0084,0.0065,0.0107,70.596,1.2053,84.0766,1.4354,23.6576,0.0104,178.33,2.6511,154.673,2.6407,0.131199,0,0
1024,32,352,672,13.9052,0.0114,0.0094,0.0134,70.5497,1.4305,80.7976,1.6383,23.6771,0.0123,175.024,3.0811,151.347,3.0688,0.0918761,0,0
1024,32,384,640,16.3676,0.0097,0.008,0.0117,70.1388,1.2684,81.6611,1.4767,23.5736,0.0109,175.374,2.756,151.8,2.7451,0.107824,0,0
1024,32,416,608,15.3212,0.0113,0.0086,0.0136,69.9281,1.397,82.0281,1.6387,23.6693,0.0121,175.625,3.0478,151.956,3.0357,0.100826,0,0
1024,32,448,576,13.5501,0.0114,0.0097,0.0142,69.8203,1.3871,81.5869,1.6209,23.6171,0.012,175.024,3.02,151.407,3.008,0.0894944,0,0
1024,32,480,544,13.2382,0.0119,0.0099,0.0141,69.5782,1.417,80.8561,1.6466,23.5426,0.0123,173.977,3.0759,150.434,3.0636,0.0879999,0,0
1024,32,512,512,15.1285,0.0114,0.0087,0.0133,69.4547,1.4066,81.1706,1.6438,23.7218,0.0123,174.347,3.0627,150.625,3.0504,0.100438,0,0
1024,32,544,480,17.0912,0.0099,0.0077,0.0127,69.2649,1.2683,82.216,1.5054,23.5611,0.0111,175.042,2.7848,151.481,2.7737,0.112827,0,0
1024,32,576,448,13.8848,0.0113,0.0094,0.0143,69.1605,1.3947,80.7551,1.6285,23.5517,0.0122,173.467,3.0354,149.916,3.0232,0.0926174,0,0
1024,32,608,416,13.7206,0.0114,0.0096,0.0142,69.0259,1.3992,81.4504,1.651,23.6294,0.0123,174.106,3.0625,150.476,3.0502,0.0911811,0,0
1024,32,640,384,17.9776,0.0091,0.0073,0.0119,68.8078,1.219,83.0883,1.4719,23.6307,0.0107,175.527,2.7016,151.896,2.6909,0.118355,0,0
1024,32,672,352,17.1381,0.0102,0.0076,0.0137,68.8287,1.301,82.0754,1.5514,23.6852,0.0115,174.589,2.8639,150.904,2.8524,0.113569,0,0
1024,32,704,320,13.9631,0.0117,0.0094,0.0147,68.7685,1.3929,81.5908,1.6525,23.6635,0.0123,174.023,3.0577,150.359,3.0454,0.0928649,0,0
1024,32,736,288,17.2961,0.0096,0.0076,0.0131,68.5681,1.2338,82.6698,1.4875,23.5261,0.0109,174.764,2.7322,151.238,2.7213,0.114364,0,0
1024,32,768,256,17.643,0.009,0.0074,0.0114,68.5848,1.1982,84.3309,1.4732,23.7196,0.0106,176.635,2.682,152.916,2.6714,0.115377,0,0
1024,32,800,224,15.6916,0.0104,0.0084,0.0121,68.4446,1.3177,81.4812,1.5686,23.6645,0.0117,173.59,2.898,149.926,2.8863,0.104662,0,0
1024,32,832,192,14.3233,0.0113,0.0092,0.0139,68.3736,1.3586,82.6085,1.6414,23.7069,0.0121,174.689,3.0121,150.982,3,0.0948675,0,0
1024,32,864,160,13.5085,0.0116,0.0097,0.014,68.3383,1.362,82.5094,1.6444,23.7172,0.0121,174.565,3.0185,150.848,3.0064,0.0895506,0,0
1024,32,896,128,12.9366,0.0122,0.0101,0.0152,68.3556,1.4101,81.2522,1.676,23.696,0.0125,173.304,3.0986,149.608,3.0861,0.0864701,0,0
1024,32,928,96,13.926,0.0118,0.0094,0.0143,68.3263,1.4033,81.5762,1.6754,23.5442,0.0124,173.447,3.0911,149.903,3.0787,0.0929004,0,0
1024,32,960,64,13.9574,0.0111,0.0094,0.014,68.2781,1.3491,83.0753,1.6415,23.6812,0.012,175.035,3.0026,151.353,2.9906,0.0922173,0,0
1024,32,992,32,13.8614,0.0108,0.0095,0.0132,68.2572,1.3229,82.2369,1.5938,23.5525,0.0117,174.047,2.9284,150.494,2.9167,0.0921059,0,0
1024,32,1024,0,102.394,0.0034,0.0013,0.0173,0,0,104.14,0.4089,23.516,0.0024,127.656,0.4113,104.14,0.4089,0.983235,1,1
1024,64,0,1024,108.018,0.0028,0.0024,0.0062,72.4869,0.8502,79.1694,0.9286,23.2627,0.007,174.919,1.7858,151.656,1.7788,0.712253,0,0
1024,64,32,992,37.9364,0.0083,0.0069,0.0095,73.736,1.2926,80.6377,1.4135,23.6457,0.0106,178.019,2.7167,154.374,2.7061,0.245744,0,0
1024,64,64,960,41.5098,0.0085,0.0063,0.0108,73.2418,1.2687,81.386,1.4097,23.6893,0.0105,178.317,2.6889,154.628,2.6784,0.26845,0,0
1024,64,96,928,33.2671,0.0099,0.0079,0.0116,72.7848,1.3442,81.4096,1.5034,23.7544,0.0112,177.949,2.8588,154.194,2.8476,0.215748,0,0
1024,64,128,896,44.6575,0.0077,0.0059,0.0099,72.671,1.188,81.5317,1.3328,23.597,0.0099,177.8,2.5307,154.203,2.5208,0.289603,0,0
1024,64,160,864,27.5387,0.0116,0.0095,0.0134,72.0865,1.4472,80.9952,1.626,23.6955,0.0122,176.777,3.0854,153.082,3.0732,0.179895,0,0
1024,64,192,832,26.8481,0.0117,0.0098,0.0133,71.6813,1.4679,81.1551,1.6619,23.6367,0.0124,176.473,3.1422,152.836,3.1298,0.175666,0,0
1024,64,224,800,34.7947,0.0096,0.0075,0.0124,71.8512,1.3309,82.7514,1.5327,23.5387,0.0112,178.141,2.8748,154.603,2.8636,0.225059,0,0
1024,64,256,768,28.1818,0.0112,0.0093,0.0131,71.3538,1.4042,81.7371,1.6084,23.606,0.0119,176.697,3.0245,153.091,3.0126,0.184085,0,0
1024,64,288,736,26.9971,0.0116,0.0097,0.0141,71.0517,1.4295,81.5766,1.6412,23.7194,0.0122,176.348,3.0829,152.628,3.0707,0.176881,0,0
1024,64,320,704,28.0488,0.0119,0.0093,0.0157,70.654,1.4428,82.7195,1.6891,23.6894,0.0124,177.063,3.1443,153.373,3.1319,0.182879,0,0
1024,64,352,672,35.7879,0.0102,0.0073,0.0125,70.5345,1.3268,83.9267,1.5787,23.7013,0.0114,178.162,2.9169,154.461,2.9055,0.231695,0,0
1024,64,384,640,43.1367,0.0086,0.0061,0.0112,70.4348,1.2072,83.6598,1.4338,23.5144,0.0103,177.609,2.6513,154.095,2.641,0.279936,0,0
1024,64,416,608,25.9368,0.012,0.0101,0.0161,70.0798,1.4356,83.4598,1.7097,23.6916,0.0124,177.231,3.1577,153.54,3.1453,0.168926,0,0
1024,64,448,576,28.9307,0.0109,0.0091,0.0143,69.6777,1.3571,83.7928,1.632,23.7373,0.0119,177.208,3.001,153.471,2.9891,0.18851,0,0
1024,64,480,544,25.7105,0.0118,0.0102,0.0165,69.8314,1.4271,82.3291,1.6824,23.5902,0.0124,175.751,3.1219,152.161,3.1095,0.16897,0,0
1024,64,512,512,31.9384,0.0105,0.0082,0.0125,69.4653,1.3305,83.9813,1.6085,23.7503,0.0117,177.197,2.9507,153.447,2.939,0.20814,0,0
1024,64,544,480,28.4944,0.0118,0.0092,0.0147,69.4186,1.4115,83.7752,1.7034,23.5705,0.0123,176.764,3.1272,153.194,3.1149,0.186002,0,0
1024,64,576,448,25.3864,0.0126,0.0103,0.016,69.1286,1.46,83.3098,1.7595,23.6664,0.0128,176.105,3.2323,152.438,3.2195,0.166535,0,0
1024,64,608,416,27.8816,0.0119,0.0094,0.0156,69.1112,1.4077,82.7139,1.6847,23.5368,0.0123,175.362,3.1047,151.825,3.0924,0.183643,0,0
1024,64,640,384,23.9796,0.0126,0.0109,0.0159,69.0002,1.4441,83.5135,1.7478,23.648,0.0127,176.162,3.2046,152.514,3.1919,0.157229,0,0
1024,64,672,352,26.6652,0.0124,0.0098,0.0162,68.8262,1.4353,83.9845,1.7513,23.6131,0.0126,176.424,3.1992,152.811,3.1866,0.174498,0,0
1024,64,704,320,28.5187,0.0116,0.0092,0.0156,68.6797,1.3976,83.8776,1.7068,23.7108,0.0124,176.268,3.1168,152.557,3.1044,0.186938,0,0
1024,64,736,288,27.7963,0.0123,0.0094,0.0157,68.6598,1.4352,83.3503,1.7423,23.6778,0.0127,175.688,3.1902,152.01,3.1775,0.182858,0,0
1024,64,768,256,26.9198,0.0126,0.0097,0.0166,68.6316,1.4552,83.4269,1.7689,23.5841,0.0128,175.643,3.2369,152.059,3.2241,0.177036,0,0
1024,64,800,224,29.0017,0.0119,0.009,0.0148,68.4527,1.4069,83.8732,1.7237,23.7055,0.0125,176.031,3.1431,152.326,3.1306,0.190392,0,0
1024,64,832,192,34.2719,0.0119,0.0076,0.0173,68.4359,1.3963,84.9149,1.7325,23.742,0.0124,177.093,3.1412,153.351,3.1288,0.223487,0,0
1024,64,864,160,27.9888,0.0121,0.0094,0.015,68.3691,1.3987,83.6052,1.7104,23.5845,0.0124,175.559,3.1215,151.974,3.1091,0.184168,0,0
1024,64,896,128,26.5301,0.0122,0.0099,0.0156,68.3574,1.4146,83.8315,1.7348,23.6797,0.0126,175.869,3.162,152.189,3.1494,0.174323,0,0
1024,64,928,96,26.4229,0.0122,0.0099,0.0151,68.3204,1.4172,83.6581,1.7353,23.5704,0.0125,175.549,3.165,151.978,3.1525,0.173859,0,0
1024,64,960,64,25.9987,0.0127,0.0101,0.017,68.2796,1.4415,83.9656,1.7726,23.71,0.0128,175.955,3.2269,152.245,3.2141,0.170769,0,0
1024,64,992,32,32.0866,0.0107,0.0082,0.014,68.2552,1.3339,84.3583,1.6486,23.6324,0.0118,176.246,2.9943,152.613,2.9825,0.210247,0,0
1024,64,1024,0,117.444,0.0045,0.0022,0.0172,0,0,107.849,0.5445,23.1836,0.003,131.032,0.5475,107.849,0.5445,1.08897,1,1
1024,128,0,1024,204.961,0.0028,0.0026,0.0053,72.6631,0.8446,79.1993,0.9205,23.4686,0.007,175.331,1.7721,151.862,1.7651,1.34965,1,1
1024,128,32,992,60.2852,0.0102,0.0087,0.0144,74.0612,1.3867,80.2208,1.5019,23.7091,0.0114,177.991,2.9,154.282,2.8886,0.390747,0,0
1024,128,64,960,55.1009,0.0112,0.0095,0.0131,73.7785,1.4837,81.0586,1.6301,23.6241,0.0122,178.461,3.126,154.837,3.1138,0.355864,0,0
1024,128,96,928,66.5242,0.0107,0.0079,0.0128,73.6098,1.4304,81.74,1.5883,23.6953,0.0118,179.045,3.0305,155.35,3.0187,0.428222,0,0
1024,128,128,896,58.5532,0.0113,0.009,0.014,72.7924,1.4668,81.9265,1.6509,23.5995,0.0122,178.318,3.1299,154.719,3.1177,0.378449,0,0
1024,128,160,864,62.2371,0.0103,0.0084,0.0134,72.9422,1.3746,83.0544,1.5651,23.5721,0.0114,179.569,2.9511,155.997,2.9397,0.398964,0,0
1024,128,192,832,52.4489,0.0122,0.01,0.0149,72.2247,1.4847,83.8852,1.7243,23.7476,0.0125,179.857,3.2215,156.11,3.209,0.335974,0,0
1024,128,224,800,56.0489,0.0112,0.0094,0.0131,71.9617,1.4156,83.9277,1.6509,23.5967,0.0119,179.486,3.0784,155.889,3.0665,0.359543,0,0
1024,128,256,768,63.7823,0.011,0.0082,0.0169,71.7456,1.4002,84.1938,1.6431,23.7909,0.0119,179.73,3.0552,155.939,3.0433,0.40902,0,0
1024,128,288,736,59.417,0.0115,0.0088,0.0154,71.5136,1.4221,84.7616,1.6855,23.6569,0.0121,179.932,3.1197,156.275,3.1076,0.380207,0,0
1024,128,320,704,46.9496,0.0127,0.0112,0.0155,71.0872,1.4951,85.5679,1.7996,23.72,0.0128,180.375,3.3075,156.655,3.2947,0.2997,0,0
1024,128,352,672,65.056,0.0117,0.0081,0.0162,70.6984,1.4342,85.6811,1.7381,23.6831,0.0123,180.063,3.1846,156.38,3.1723,0.416014,0,0
1024,128,384,640,49.9324,0.013,0.0105,0.0155,70.5905,1.5409,84.2687,1.8394,23.5827,0.0132,178.442,3.3935,154.859,3.3803,0.322437,0,0
1024,128,416,608,48.8791,0.0132,0.0107,0.0156,70.2084,1.513,84.3981,1.8188,23.6517,0.0131,178.258,3.3449,154.606,3.3318,0.316152,0,0
1024,128,448,576,51.025,0.0139,0.0103,0.0169,70.0862,1.5731,84.6941,1.9009,23.6596,0.0136,178.44,3.4876,154.78,3.474,0.329661,0,0
1024,128,480,544,59.5119,0.0128,0.0088,0.0199,69.8137,1.4821,86.395,1.834,23.7944,0.013,180.003,3.3291,156.209,3.3161,0.380977,0,0
1024,128,512,512,46.2738,0.0138,0.0113,0.0181,69.765,1.5564,85.5009,1.9074,23.5372,0.0135,178.803,3.4773,155.266,3.4638,0.298029,0,0
1024,128,544,480,48.2369,0.0139,0.0109,0.0167,69.5691,1.5751,85.3282,1.9318,23.7264,0.0138,178.624,3.5207,154.897,3.5069,0.311412,0,0
1024,128,576,448,44.5255,0.0143,0.0118,0.0191,69.241,1.5821,85.1462,1.9455,23.6963,0.0139,178.084,3.5415,154.387,3.5276,0.288401,0,0
1024,128,608,416,51.0997,0.0124,0.0103,0.018,69.2195,1.4334,86.8266,1.798,23.6982,0.0126,179.744,3.244,156.046,3.2314,0.327465,0,0
1024,128,640,384,46.075,0.0143,0.0114,0.0189,68.996,1.5765,85.6574,1.9572,23.4707,0.0138,178.124,3.5475,154.653,3.5337,0.297924,0,0
1024,128,672,352,44.945,0.0155,0.0117,0.0191,68.9299,1.6697,85.2531,2.0651,23.5814,0.0146,177.764,3.7494,154.183,3.7348,0.291504,0,0
1024,128,704,320,41.9533,0.0156,0.0125,0.0187,68.8716,1.6739,85.1265,2.0689,23.5608,0.0147,177.559,3.7575,153.998,3.7428,0.272427,0,0
1024,128,736,288,47.0591,0.0146,0.0111,0.0174,68.7929,1.5818,85.6603,1.9696,23.596,0.0139,178.049,3.5653,154.453,3.5514,0.304682,0,0
1024,128,768,256,50.6023,0.0141,0.0104,0.0185,68.6232,1.5363,86.07,1.9269,23.6264,0.0136,178.32,3.4768,154.693,3.4632,0.327114,0,0
1024,128,800,224,46.0992,0.0148,0.0114,0.019,68.5535,1.5931,85.4805,1.9865,23.6185,0.0141,177.653,3.5937,154.034,3.5796,0.299279,0,0
1024,128,832,192,46.8745,0.0139,0.0112,0.0186,68.5324,1.542,86.5478,1.9473,23.7908,0.0137,178.871,3.503,155.08,3.4893,0.30226,0,0
1024,128,864,160,43.5709,0.0151,0.012,0.0236,68.4318,1.6332,85.3859,2.0378,23.652,0.0145,177.47,3.6855,153.818,3.671,0.283263,0,0
1024,128,896,128,43.3365,0.0148,0.0121,0.018,68.4168,1.5915,85.8901,1.9979,23.5953,0.0141,177.902,3.6035,154.307,3.5894,0.280846,0,0
1024,128,928,96,39.9757,0.0156,0.0131,0.0203,68.3413,1.6425,85.5858,2.0568,23.6947,0.0146,177.622,3.7139,153.927,3.6993,0.259705,0,0
1024,128,960,64,47.0007,0.0147,0.0112,0.0183,68.3372,1.5667,86.4427,1.9817,23.5287,0.0138,178.309,3.5622,154.78,3.5484,0.303662,0,0
1024,128,992,32,43.1046,0.0154,0.0122,0.0186,68.3079,1.6553,85.3674,2.0687,23.6032,0.0147,177.279,3.7387,153.675,3.724,0.280491,0,0
1024,128,1024,0,133.509,0.0066,0.0039,0.0156,0,0,112.341,0.8113,23.2058,0.0043,135.547,0.8156,112.341,0.8113,1.18843,0,0
1024,256,0,1024,323.243,0.0036,0.0032,0.0077,75.1124,0.9015,79.5578,0.9548,23.4568,0.0072,178.127,1.8635,154.67,1.8563,2.08989,1,1
1024,256,32,992,110.972,0.0117,0.0094,0.0141,75.7352,1.5339,80.4952,1.6303,23.8007,0.0124,180.031,3.1766,156.23,3.1642,0.710311,0,0
1024,256,64,960,110.715,0.0119,0.0095,0.0156,75.0953,1.5243,82.8142,1.6809,23.8508,0.0124,181.76,3.2176,157.909,3.2052,0.70113,0,0
1024,256,96,928,102.209,0.0127,0.0103,0.0166,74.795,1.5913,83.7129,1.781,23.7576,0.013,182.266,3.3853,158.508,3.3723,0.644818,0,0
1024,256,128,896,108.414,0.0124,0.0097,0.0164,74.1611,1.5698,83.8296,1.7744,23.6527,0.0128,181.643,3.357,157.991,3.3442,0.686207,0,0
1024,256,160,864,90.465,0.0153,0.0116,0.0199,73.239,1.7458,83.5883,1.9925,23.8963,0.0146,180.724,3.7529,156.827,3.7383,0.576845,0,0
1024,256,192,832,106.153,0.0135,0.0099,0.0164,73.3799,1.6138,84.7525,1.8639,23.627,0.0133,181.759,3.491,158.132,3.4777,0.671295,0,0
1024,256,224,800,87.6804,0.014,0.012,0.0176,72.8679,1.6491,85.1231,1.9264,23.6415,0.0137,181.632,3.5892,157.991,3.5755,0.554971,0,0
1024,256,256,768,86.4158,0.0147,0.0121,0.0184,72.3867,1.713,85.3483,2.0197,23.6218,0.0143,181.357,3.747,157.735,3.7327,0.547854,0,0
1024,256,288,736,80.9089,0.0162,0.013,0.0227,71.7846,1.7658,85.8869,2.1127,23.8002,0.015,181.472,3.8935,157.671,3.8785,0.513149,0,0
1024,256,320,704,75.4097,0.0171,0.0139,0.0205,71.314,1.8336,85.8414,2.2071,23.5181,0.0155,180.673,4.0562,157.155,4.0407,0.479842,0,0
1024,256,352,672,88.8853,0.0147,0.0118,0.0213,71.4251,1.6395,87.2842,2.0035,23.5756,0.0139,182.285,3.6569,158.709,3.643,0.560051,0,0
1024,256,384,640,93.773,0.0155,0.0112,0.0209,70.9762,1.6996,88.0867,2.1093,23.6574,0.0145,182.72,3.8234,159.063,3.8089,0.589534,0,0
1024,256,416,608,85.9195,0.016,0.0122,0.0213,70.8951,1.7241,87.5645,2.1294,23.57,0.0147,182.03,3.8682,158.46,3.8535,0.542217,0,0
1024,256,448,576,76.2094,0.0173,0.0138,0.0246,70.3322,1.8079,87.1577,2.2404,23.6535,0.0156,181.143,4.0639,157.49,4.0483,0.4839,0,0
1024,256,480,544,71.5409,0.0185,0.0147,0.0221,70.2664,1.8998,86.8951,2.3494,23.6375,0.0164,180.799,4.2656,157.161,4.2492,0.455206,0,0
1024,256,512,512,114.512,0.0146,0.0092,0.0203,70.0284,1.6367,89.3752,2.0888,23.5448,0.0141,182.948,3.7396,159.404,3.7255,0.718375,0,0
1024,256,544,480,74.4208,0.0176,0.0141,0.0224,69.8461,1.8261,87.6499,2.2915,23.6141,0.0158,181.11,4.1334,157.496,4.1176,0.472525,0,0
1024,256,576,448,97.6779,0.016,0.0107,0.0207,69.6871,1.7137,89.0646,2.1902,23.5284,0.0148,182.28,3.9187,158.752,3.9039,0.615287,0,0
1024,256,608,416,80.0256,0.0162,0.0131,0.0228,69.5164,1.7402,89.2641,2.2345,23.657,0.0152,182.438,3.9899,158.781,3.9747,0.504001,0,0
1024,256,640,384,66.8437,0.0187,0.0157,0.0217,69.3702,1.8777,87.7835,2.3761,23.5572,0.0163,180.711,4.2701,157.154,4.2538,0.42534,0,0
1024,256,672,352,73.0003,0.0183,0.0144,0.0234,69.2117,1.8675,88.9013,2.3987,23.587,0.0163,181.7,4.2825,158.113,4.2662,0.461697,0,0
1024,256,704,320,72.5762,0.0196,0.0144,0.0258,69.0369,1.9527,87.848,2.4847,23.6167,0.0171,180.502,4.4545,156.885,4.4374,0.462608,0,0
1024,256,736,288,74.9407,0.0189,0.014,0.027,68.9569,1.8975,88.1485,2.4255,23.351,0.0165,180.456,4.3395,157.105,4.323,0.477009,0,0
1024,256,768,256,62.6163,0.0208,0.0167,0.0253,68.7998,2.0081,87.9473,2.5669,23.4871,0.0176,180.234,4.5926,156.747,4.575,0.399473,0,0
1024,256,800,224,59.4869,0.0224,0.0176,0.0306,68.7198,2.1265,87.0891,2.6949,23.5421,0.0187,179.351,4.8401,155.809,4.8214,0.381794,0,0
1024,256,832,192,62.0352,0.0199,0.0169,0.0298,68.6621,1.9455,88.0022,2.4935,23.5602,0.0171,180.225,4.4561,156.664,4.439,0.395975,0,0
1024,256,864,160,65.3683,0.0196,0.016,0.0238,68.5812,1.9453,88.2861,2.5042,23.5558,0.0171,180.423,4.4666,156.867,4.4495,0.416711,0,0
1024,256,896,128,62.1966,0.0206,0.0169,0.0282,68.6092,1.9907,88.4471,2.5662,23.5945,0.0176,180.651,4.5745,157.056,4.5569,0.396015,0,0
1024,256,928,96,65.381,0.0202,0.016,0.0276,68.4899,1.9537,88.8725,2.5351,23.6584,0.0173,181.021,4.5061,157.362,4.4888,0.41548,0,0
1024,256,960,64,70.2799,0.0194,0.0149,0.0259,68.5513,1.9148,89.1078,2.4889,23.6265,0.0169,181.286,4.4206,157.659,4.4037,0.445771,0,0
1024,256,992,32,60.1631,0.0211,0.0174,0.0274,68.529,2.048,88.2358,2.6368,23.5234,0.018,180.288,4.7028,156.765,4.6848,0.383779,0,0
1024,256,1024,0,144.83,0.0116,0.0072,0.0262,0,0,112.859,1.3928,23.3462,0.0074,136.205,1.4002,112.859,1.3928,1.28328,0,0
1024,512,0,1024,423.847,0.0058,0.0049,0.0092,80.9244,1.1955,77.3306,1.1423,23.3819,0.0089,181.637,2.3467,158.255,2.3378,2.67825,1,1
1024,512,32,992,206.186,0.0126,0.0102,0.0151,78.7487,1.6848,82.0438,1.7553,23.8993,0.0131,184.692,3.4532,160.793,3.4401,1.28231,0,0
1024,512,64,960,235.877,0.0112,0.0089,0.0138,78.7564,1.5967,84.1787,1.7066,23.9018,0.0124,186.837,3.3157,162.935,3.3033,1.44768,0,0
1024,512,96,928,185.274,0.0145,0.0113,0.0187,76.7245,1.7768,84.3059,1.9523,23.8493,0.0142,184.88,3.7433,161.03,3.7291,1.15056,0,0
