Algorithm_Name,Input_Dimensions,Execution_Time(ms),Winning
Strassen_Matrix_Multiplication_GPU,2480,19.46514,1
Tiled_Matrix_Multiplication_GPU,2480,10.062112,1
Naive_GPU,2512,10.219155,3
naive_matrix_cpu,2512,800000,3
Strassen_Matrix_Multiplication_CPU,2512,341832.5313,3
Strassen_Matrix_Multiplication_GPU,2512,19.74955,3
Tiled_Matrix_Multiplication_GPU,2512,9.712519,3
Naive_GPU,2544,10.242406,3
naive_matrix_cpu,2544,800000,3
Strassen_Matrix_Multiplication_CPU,2544,341650.375,3
Strassen_Matrix_Multiplication_GPU,2544,18.581342,3
Tiled_Matrix_Multiplication_GPU,2544,9.783904,3
Naive_GPU,2576,10.456537,1
naive_matrix_cpu,2576,800000,1
Strassen_Matrix_Multiplication_CPU,2576,342144.8438,1
Strassen_Matrix_Multiplication_GPU,2576,19.059189,1
Tiled_Matrix_Multiplication_GPU,2576,11.027437,1
Naive_GPU,2608,10.731488,1
naive_matrix_cpu,2608,800000,1
Strassen_Matrix_Multiplication_CPU,2608,341695.0938,1
Strassen_Matrix_Multiplication_GPU,2608,20.123437,1
Tiled_Matrix_Multiplication_GPU,2608,15.613081,1
Naive_GPU,2640,10.940806,1
naive_matrix_cpu,2640,800000,1
Strassen_Matrix_Multiplication_CPU,2640,341794.3125,1
Strassen_Matrix_Multiplication_GPU,2640,22.194672,1
Tiled_Matrix_Multiplication_GPU,2640,15.499725,1
Naive_GPU,2672,10.730733,1
naive_matrix_cpu,2672,800000,1
Strassen_Matrix_Multiplication_CPU,2672,342044.7813,1
Strassen_Matrix_Multiplication_GPU,2672,20.336206,1
Tiled_Matrix_Multiplication_GPU,2672,16.530643,1
Naive_GPU,2704,11.736832,3
naive_matrix_cpu,2704,800000,3
Strassen_Matrix_Multiplication_CPU,2704,341579.4063,3
Strassen_Matrix_Multiplication_GPU,2704,20.681084,3
Tiled_Matrix_Multiplication_GPU,2704,11.729549,3
Naive_GPU,2736,11.755737,3
naive_matrix_cpu,2736,800000,3
Strassen_Matrix_Multiplication_CPU,2736,341502.0313,3
Strassen_Matrix_Multiplication_GPU,2736,21.205041,3
Tiled_Matrix_Multiplication_GPU,2736,11.577894,3
Naive_GPU,2768,11.448416,1
naive_matrix_cpu,2768,800000,1
Strassen_Matrix_Multiplication_CPU,2768,342096.3438,1
Strassen_Matrix_Multiplication_GPU,2768,22.361549,1
Tiled_Matrix_Multiplication_GPU,2768,11.812358,1
Naive_GPU,2800,12.373127,3
naive_matrix_cpu,2800,800000,3
Strassen_Matrix_Multiplication_CPU,2800,342391.5,3
Strassen_Matrix_Multiplication_GPU,2800,22.640304,3
Tiled_Matrix_Multiplication_GPU,2800,11.91975,3
Naive_GPU,2832,12.149939,1
naive_matrix_cpu,2832,800000,1
Strassen_Matrix_Multiplication_CPU,2832,342304.9688,1
Strassen_Matrix_Multiplication_GPU,2832,21.899488,1
Tiled_Matrix_Multiplication_GPU,2832,12.533715,1
Naive_GPU,2864,13.005305,3
naive_matrix_cpu,2864,800000,3
Strassen_Matrix_Multiplication_CPU,2864,341552.6875,3
Strassen_Matrix_Multiplication_GPU,2864,25.983337,3
Tiled_Matrix_Multiplication_GPU,2864,12.719686,3
Naive_GPU,2896,12.824134,1
naive_matrix_cpu,2896,800000,1
Strassen_Matrix_Multiplication_CPU,2896,342716.9688,1
Strassen_Matrix_Multiplication_GPU,2896,27.0399,1
Tiled_Matrix_Multiplication_GPU,2896,13.234886,1
Naive_GPU,2928,13.411629,1
naive_matrix_cpu,2928,800000,1
Strassen_Matrix_Multiplication_CPU,2928,342332.0938,1
Strassen_Matrix_Multiplication_GPU,2928,24.166645,1
Tiled_Matrix_Multiplication_GPU,2928,13.467091,1
Naive_GPU,2960,13.854483,3
naive_matrix_cpu,2960,800000,3
Strassen_Matrix_Multiplication_CPU,2960,341993.7813,3
Strassen_Matrix_Multiplication_GPU,2960,26.88141,3
Tiled_Matrix_Multiplication_GPU,2960,13.562541,3
Naive_GPU,2992,13.576237,1
naive_matrix_cpu,2992,800000,1
Strassen_Matrix_Multiplication_CPU,2992,343277.625,1
Strassen_Matrix_Multiplication_GPU,2992,25.183853,1
Tiled_Matrix_Multiplication_GPU,2992,19.015206,1
Naive_GPU,3024,13.659053,1
naive_matrix_cpu,3024,800000,1
Strassen_Matrix_Multiplication_CPU,3024,341192.0625,1
Strassen_Matrix_Multiplication_GPU,3024,25.399741,1
Tiled_Matrix_Multiplication_GPU,3024,17.478279,1
Naive_GPU,3056,13.955309,1
naive_matrix_cpu,3056,800000,1
Strassen_Matrix_Multiplication_CPU,3056,341393.4063,1
Strassen_Matrix_Multiplication_GPU,3056,27.379306,1
Tiled_Matrix_Multiplication_GPU,3056,14.529971,1
Naive_GPU,3088,14.859559,3
naive_matrix_cpu,3088,800000,3
Strassen_Matrix_Multiplication_CPU,3088,342499.5625,3
Strassen_Matrix_Multiplication_GPU,3088,27.749244,3
Tiled_Matrix_Multiplication_GPU,3088,14.485952,3
Naive_GPU,3120,15.287033,1
naive_matrix_cpu,3120,800000,1
Strassen_Matrix_Multiplication_CPU,3120,342673.6875,1
Strassen_Matrix_Multiplication_GPU,3120,26.716895,1
Tiled_Matrix_Multiplication_GPU,3120,16.061594,1
Naive_GPU,3152,15.651443,1
naive_matrix_cpu,3152,800000,1
Strassen_Matrix_Multiplication_CPU,3152,342832.7813,1
Strassen_Matrix_Multiplication_GPU,3152,27.255227,1
Tiled_Matrix_Multiplication_GPU,3152,17.107424,1
Naive_GPU,3184,15.678259,1
naive_matrix_cpu,3184,800000,1
Strassen_Matrix_Multiplication_CPU,3184,341714.3125,1
Strassen_Matrix_Multiplication_GPU,3184,30.412653,1
Tiled_Matrix_Multiplication_GPU,3184,18.092755,1
Naive_GPU,3216,15.285005,1
naive_matrix_cpu,3216,800000,1
Strassen_Matrix_Multiplication_CPU,3216,341489.625,1
Strassen_Matrix_Multiplication_GPU,3216,29.16307,1
Tiled_Matrix_Multiplication_GPU,3216,15.421626,1
Naive_GPU,3248,16.801203,3
naive_matrix_cpu,3248,800000,3
Strassen_Matrix_Multiplication_CPU,3248,342848.125,3
Strassen_Matrix_Multiplication_GPU,3248,32.384477,3
Tiled_Matrix_Multiplication_GPU,3248,16.088,3
Naive_GPU,3280,16.106176,1
naive_matrix_cpu,3280,800000,1
Strassen_Matrix_Multiplication_CPU,3280,342486.3125,1
Strassen_Matrix_Multiplication_GPU,3280,32.936007,1
Tiled_Matrix_Multiplication_GPU,3280,16.615565,1
Naive_GPU,3312,16.956659,3
naive_matrix_cpu,3312,800000,3
Strassen_Matrix_Multiplication_CPU,3312,342454.9375,3
Strassen_Matrix_Multiplication_GPU,3312,31.355069,3
Tiled_Matrix_Multiplication_GPU,3312,16.171149,3
Naive_GPU,3344,17.126476,3
naive_matrix_cpu,3344,800000,3
Strassen_Matrix_Multiplication_CPU,3344,343162.0938,3
Strassen_Matrix_Multiplication_GPU,3344,30.573989,3
Tiled_Matrix_Multiplication_GPU,3344,16.79632,3
Naive_GPU,3376,16.773843,1
naive_matrix_cpu,3376,800000,1
Strassen_Matrix_Multiplication_CPU,3376,342679.375,1
Strassen_Matrix_Multiplication_GPU,3376,32.277883,1
Tiled_Matrix_Multiplication_GPU,3376,16.844102,1
Naive_GPU,3408,17.53095,1
naive_matrix_cpu,3408,800000,1
Strassen_Matrix_Multiplication_CPU,3408,342003.4375,1
Strassen_Matrix_Multiplication_GPU,3408,34.231224,1
Tiled_Matrix_Multiplication_GPU,3408,17.581357,1
Naive_GPU,3440,18.01566,3
naive_matrix_cpu,3440,800000,3
Strassen_Matrix_Multiplication_CPU,3440,342245,3
Strassen_Matrix_Multiplication_GPU,3440,33.254497,3
Tiled_Matrix_Multiplication_GPU,3440,17.862291,3
Naive_GPU,3472,18.866074,3
naive_matrix_cpu,3472,800000,3
Strassen_Matrix_Multiplication_CPU,3472,342419,3
Strassen_Matrix_Multiplication_GPU,3472,35.702496,3
Tiled_Matrix_Multiplication_GPU,3472,18.435699,3
Naive_GPU,3504,18.425351,3
naive_matrix_cpu,3504,800000,3
Strassen_Matrix_Multiplication_CPU,3504,800000,3
Strassen_Matrix_Multiplication_GPU,3504,33.522519,3
Tiled_Matrix_Multiplication_GPU,3504,17.881139,3
Naive_GPU,3536,18.908499,3
naive_matrix_cpu,3536,800000,3
Strassen_Matrix_Multiplication_CPU,3536,800000,3
Strassen_Matrix_Multiplication_GPU,3536,34.784891,3
Tiled_Matrix_Multiplication_GPU,3536,18.429049,3
Naive_GPU,3568,19.190342,1
naive_matrix_cpu,3568,800000,1
Strassen_Matrix_Multiplication_CPU,3568,800000,1
Strassen_Matrix_Multiplication_GPU,3568,35.795506,1
Tiled_Matrix_Multiplication_GPU,3568,19.485152,1
Naive_GPU,3600,19.041216,1
naive_matrix_cpu,3600,800000,1
Strassen_Matrix_Multiplication_CPU,3600,800000,1
Strassen_Matrix_Multiplication_GPU,3600,36.389935,1
Tiled_Matrix_Multiplication_GPU,3600,19.483097,1
Naive_GPU,3632,20.075053,1
naive_matrix_cpu,3632,800000,1
Strassen_Matrix_Multiplication_CPU,3632,800000,1
Strassen_Matrix_Multiplication_GPU,3632,40.215849,1
Tiled_Matrix_Multiplication_GPU,3632,31.53353,1
Naive_GPU,3664,20.281549,3
naive_matrix_cpu,3664,800000,3
Strassen_Matrix_Multiplication_CPU,3664,800000,3
Strassen_Matrix_Multiplication_GPU,3664,36.940059,3
Tiled_Matrix_Multiplication_GPU,3664,19.76944,3
Naive_GPU,3696,20.038778,1
naive_matrix_cpu,3696,800000,1
Strassen_Matrix_Multiplication_CPU,3696,800000,1
Strassen_Matrix_Multiplication_GPU,3696,38.9636,1
Tiled_Matrix_Multiplication_GPU,3696,21.181926,1
Naive_GPU,3728,20.373664,1
naive_matrix_cpu,3728,800000,1
Strassen_Matrix_Multiplication_CPU,3728,800000,1
Strassen_Matrix_Multiplication_GPU,3728,37.109063,1
Tiled_Matrix_Multiplication_GPU,3728,21.470438,1
Naive_GPU,3760,22.119802,1
naive_matrix_cpu,3760,800000,1
Strassen_Matrix_Multiplication_CPU,3760,800000,1
Strassen_Matrix_Multiplication_GPU,3760,39.548582,1
Tiled_Matrix_Multiplication_GPU,3760,22.511142,1
Naive_GPU,3792,21.455648,3
naive_matrix_cpu,3792,800000,3
Strassen_Matrix_Multiplication_CPU,3792,800000,3
Strassen_Matrix_Multiplication_GPU,3792,38.845319,3
Tiled_Matrix_Multiplication_GPU,3792,22.518682,3
Naive_GPU,3824,21.574483,3
naive_matrix_cpu,3824,800000,3
Strassen_Matrix_Multiplication_CPU,3824,800000,3
Strassen_Matrix_Multiplication_GPU,3824,41.751216,3
Tiled_Matrix_Multiplication_GPU,3824,21.241587,3
Naive_GPU,3856,23.084973,3
naive_matrix_cpu,3856,800000,3
Strassen_Matrix_Multiplication_CPU,3856,800000,3
Strassen_Matrix_Multiplication_GPU,3856,43.649794,3
Tiled_Matrix_Multiplication_GPU,3856,22.302272,3
Naive_GPU,3888,22.412788,1
naive_matrix_cpu,3888,800000,1
Strassen_Matrix_Multiplication_CPU,3888,800000,1
Strassen_Matrix_Multiplication_GPU,3888,42.08735,1
Tiled_Matrix_Multiplication_GPU,3888,22.45655,1
Naive_GPU,3920,23.680384,3
naive_matrix_cpu,3920,800000,3
Strassen_Matrix_Multiplication_CPU,3920,800000,3
Strassen_Matrix_Multiplication_GPU,3920,42.155637,3
Tiled_Matrix_Multiplication_GPU,3920,22.599865,3
Naive_GPU,3952,23.195949,1
naive_matrix_cpu,3952,800000,1
Strassen_Matrix_Multiplication_CPU,3952,800000,1
Strassen_Matrix_Multiplication_GPU,3952,42.771009,1
Tiled_Matrix_Multiplication_GPU,3952,23.220205,1
Naive_GPU,3984,23.561831,3
naive_matrix_cpu,3984,800000,3
Strassen_Matrix_Multiplication_CPU,3984,800000,3
Strassen_Matrix_Multiplication_GPU,3984,45.258035,3
Tiled_Matrix_Multiplication_GPU,3984,23.266541,3
Naive_GPU,4016,24.329562,3
naive_matrix_cpu,4016,800000,3
Strassen_Matrix_Multiplication_CPU,4016,800000,3
Strassen_Matrix_Multiplication_GPU,4016,45.415173,3
Tiled_Matrix_Multiplication_GPU,4016,23.945076,3
Naive_GPU,4080,23.948167,1
naive_matrix_cpu,4080,800000,1
Strassen_Matrix_Multiplication_CPU,4080,800000,1
Strassen_Matrix_Multiplication_GPU,4080,46.727207,1
Tiled_Matrix_Multiplication_GPU,4080,24.222816,1
Naive_GPU,4144,26.156685,3
naive_matrix_cpu,4144,800000,3
Strassen_Matrix_Multiplication_CPU,4144,800000,3
Strassen_Matrix_Multiplication_GPU,4144,50.180894,3
Tiled_Matrix_Multiplication_GPU,4144,24.980115,3
Naive_GPU,4208,26.443622,3
naive_matrix_cpu,4208,800000,3
Strassen_Matrix_Multiplication_CPU,4208,800000,3
Strassen_Matrix_Multiplication_GPU,4208,49.341141,3
Tiled_Matrix_Multiplication_GPU,4208,26.138265,3
Naive_GPU,4272,28.862989,3
naive_matrix_cpu,4272,800000,3
Strassen_Matrix_Multiplication_CPU,4272,800000,3
Strassen_Matrix_Multiplication_GPU,4272,56.530369,3
Tiled_Matrix_Multiplication_GPU,4272,26.878253,3
Naive_GPU,4336,27.74999,1
naive_matrix_cpu,4336,800000,1
Strassen_Matrix_Multiplication_CPU,4336,800000,1
Strassen_Matrix_Multiplication_GPU,4336,51.87932,1
Tiled_Matrix_Multiplication_GPU,4336,27.797132,1
Naive_GPU,4400,30.922957,3
naive_matrix_cpu,4400,800000,3
Strassen_Matrix_Multiplication_CPU,4400,800000,3
Strassen_Matrix_Multiplication_GPU,4400,57.316904,3
Tiled_Matrix_Multiplication_GPU,4400,28.509331,3
Naive_GPU,4464,32.29353,3
naive_matrix_cpu,4464,800000,3
Strassen_Matrix_Multiplication_CPU,4464,800000,3
Strassen_Matrix_Multiplication_GPU,4464,55.387395,3
Tiled_Matrix_Multiplication_GPU,4464,29.162074,3
Naive_GPU,4528,30.740416,3
naive_matrix_cpu,4528,800000,3
Strassen_Matrix_Multiplication_CPU,4528,800000,3
Strassen_Matrix_Multiplication_GPU,4528,60.030642,3
Tiled_Matrix_Multiplication_GPU,4528,30.186829,3
Naive_GPU,4592,30.830708,3
naive_matrix_cpu,4592,800000,3
Strassen_Matrix_Multiplication_CPU,4592,800000,3
Strassen_Matrix_Multiplication_GPU,4592,57.748077,3
Tiled_Matrix_Multiplication_GPU,4592,30.205254,3
Naive_GPU,4656,31.244461,1
naive_matrix_cpu,4656,800000,1
Strassen_Matrix_Multiplication_CPU,4656,800000,1
Strassen_Matrix_Multiplication_GPU,4656,62.834759,1
Tiled_Matrix_Multiplication_GPU,4656,31.977926,1
Naive_GPU,4720,32.236435,3
naive_matrix_cpu,4720,800000,3
Strassen_Matrix_Multiplication_CPU,4720,800000,3
Strassen_Matrix_Multiplication_GPU,4720,64.042915,3
Tiled_Matrix_Multiplication_GPU,4720,32.106503,3
Naive_GPU,4784,33.382446,3
naive_matrix_cpu,4784,800000,3
Strassen_Matrix_Multiplication_CPU,4784,800000,3
Strassen_Matrix_Multiplication_GPU,4784,66.489207,3
Tiled_Matrix_Multiplication_GPU,4784,33.262367,3
Naive_GPU,4848,35.151852,3
naive_matrix_cpu,4848,800000,3
Strassen_Matrix_Multiplication_CPU,4848,800000,3
Strassen_Matrix_Multiplication_GPU,4848,66.384114,3
Tiled_Matrix_Multiplication_GPU,4848,34.136589,3
Naive_GPU,4912,36.56478,3
naive_matrix_cpu,4912,800000,3
Strassen_Matrix_Multiplication_CPU,4912,800000,3
Strassen_Matrix_Multiplication_GPU,4912,75.000299,3
Tiled_Matrix_Multiplication_GPU,4912,35.174067,3
Naive_GPU,4976,35.570547,1
naive_matrix_cpu,4976,800000,1
Strassen_Matrix_Multiplication_CPU,4976,800000,1
Strassen_Matrix_Multiplication_GPU,4976,73.156982,1
Tiled_Matrix_Multiplication_GPU,4976,36.060641,1
Naive_GPU,5040,36.605396,1
naive_matrix_cpu,5040,800000,1
Strassen_Matrix_Multiplication_CPU,5040,800000,1
Strassen_Matrix_Multiplication_GPU,5040,69.815813,1
Tiled_Matrix_Multiplication_GPU,5040,36.904499,1
Naive_GPU,5104,39.751737,3
naive_matrix_cpu,5104,800000,3
Strassen_Matrix_Multiplication_CPU,5104,800000,3
Strassen_Matrix_Multiplication_GPU,5104,69.178105,3
Tiled_Matrix_Multiplication_GPU,5104,37.664044,3
Naive_GPU,5168,40.10297,3
naive_matrix_cpu,5168,800000,3
Strassen_Matrix_Multiplication_CPU,5168,800000,3
Strassen_Matrix_Multiplication_GPU,5168,71.819891,3
Tiled_Matrix_Multiplication_GPU,5168,38.7256,3
Naive_GPU,5232,40.230362,3
naive_matrix_cpu,5232,800000,3
Strassen_Matrix_Multiplication_CPU,5232,800000,3
Strassen_Matrix_Multiplication_GPU,5232,77.5146,3
Tiled_Matrix_Multiplication_GPU,5232,39.73529,3
Naive_GPU,5296,40.29431,3
naive_matrix_cpu,5296,800000,3
Strassen_Matrix_Multiplication_CPU,5296,800000,3
Strassen_Matrix_Multiplication_GPU,5296,78.565524,3
Tiled_Matrix_Multiplication_GPU,5296,40.27616,3
Naive_GPU,5360,41.410631,3
naive_matrix_cpu,5360,800000,3
Strassen_Matrix_Multiplication_CPU,5360,800000,3
Strassen_Matrix_Multiplication_GPU,5360,76.813968,3
Tiled_Matrix_Multiplication_GPU,5360,41.25253,3
Naive_GPU,5424,43.256858,1
naive_matrix_cpu,5424,800000,1
Strassen_Matrix_Multiplication_CPU,5424,800000,1
Strassen_Matrix_Multiplication_GPU,5424,80.247945,1
Tiled_Matrix_Multiplication_GPU,5424,43.306606,1
Naive_GPU,5488,44.784588,3
naive_matrix_cpu,5488,800000,3
Strassen_Matrix_Multiplication_CPU,5488,800000,3
Strassen_Matrix_Multiplication_GPU,5488,80.769092,3
Tiled_Matrix_Multiplication_GPU,5488,43.475155,3
Naive_GPU,5552,44.257242,3
naive_matrix_cpu,5552,800000,3
Strassen_Matrix_Multiplication_CPU,5552,800000,3
Strassen_Matrix_Multiplication_GPU,5552,82.20782,3
Tiled_Matrix_Multiplication_GPU,5552,43.671098,3
Naive_GPU,5616,45.328928,3
naive_matrix_cpu,5616,800000,3
Strassen_Matrix_Multiplication_CPU,5616,800000,3
Strassen_Matrix_Multiplication_GPU,5616,87.597916,3
Tiled_Matrix_Multiplication_GPU,5616,45.293778,3
Naive_GPU,5680,47.246663,3
naive_matrix_cpu,5680,800000,3
Strassen_Matrix_Multiplication_CPU,5680,800000,3
Strassen_Matrix_Multiplication_GPU,5680,91.508118,3
Tiled_Matrix_Multiplication_GPU,5680,46.492908,3
Naive_GPU,5744,47.687456,1
naive_matrix_cpu,5744,800000,1
Strassen_Matrix_Multiplication_CPU,5744,800000,1
Strassen_Matrix_Multiplication_GPU,5744,86.862427,1
Tiled_Matrix_Multiplication_GPU,5744,47.866618,1
Naive_GPU,5808,48.34306,1
naive_matrix_cpu,5808,800000,1
Strassen_Matrix_Multiplication_CPU,5808,800000,1
Strassen_Matrix_Multiplication_GPU,5808,88.655684,1
Tiled_Matrix_Multiplication_GPU,5808,52.897876,1
Naive_GPU,5872,51.589274,3
naive_matrix_cpu,5872,800000,3
Strassen_Matrix_Multiplication_CPU,5872,800000,3
Strassen_Matrix_Multiplication_GPU,5872,99.558551,3
Tiled_Matrix_Multiplication_GPU,5872,49.517914,3
Naive_GPU,5936,52.556756,3
naive_matrix_cpu,5936,800000,3
Strassen_Matrix_Multiplication_CPU,5936,800000,3
Strassen_Matrix_Multiplication_GPU,5936,93.894316,3
Tiled_Matrix_Multiplication_GPU,5936,51.001945,3
Naive_GPU,6000,51.60715,3
naive_matrix_cpu,6000,800000,3
Strassen_Matrix_Multiplication_CPU,6000,800000,3
Strassen_Matrix_Multiplication_GPU,6000,104.395605,3
Tiled_Matrix_Multiplication_GPU,6000,51.537235,3
Naive_GPU,6064,54.085613,1
naive_matrix_cpu,6064,800000,1
Strassen_Matrix_Multiplication_CPU,6064,800000,1
Strassen_Matrix_Multiplication_GPU,6064,99.226669,1
Tiled_Matrix_Multiplication_GPU,6064,54.899187,1
Naive_GPU,6128,56.411853,3
naive_matrix_cpu,6128,800000,3
Strassen_Matrix_Multiplication_CPU,6128,800000,3
Strassen_Matrix_Multiplication_GPU,6128,100.048337,3
Tiled_Matrix_Multiplication_GPU,6128,53.616711,3
Naive_GPU,6192,55.594713,3
naive_matrix_cpu,6192,800000,3
Strassen_Matrix_Multiplication_CPU,6192,800000,3
Strassen_Matrix_Multiplication_GPU,6192,107.833253,3
Tiled_Matrix_Multiplication_GPU,6192,54.904832,3
Naive_GPU,6256,55.349267,1
naive_matrix_cpu,6256,800000,1
Strassen_Matrix_Multiplication_CPU,6256,800000,1
Strassen_Matrix_Multiplication_GPU,6256,106.774869,1
Tiled_Matrix_Multiplication_GPU,6256,56.048679,1
Naive_GPU,6320,57.475789,3
naive_matrix_cpu,6320,800000,3
Strassen_Matrix_Multiplication_CPU,6320,800000,3
Strassen_Matrix_Multiplication_GPU,6320,111.075945,3
Tiled_Matrix_Multiplication_GPU,6320,57.219731,3
Naive_GPU,6384,58.632166,3
naive_matrix_cpu,6384,800000,3
Strassen_Matrix_Multiplication_CPU,6384,800000,3
Strassen_Matrix_Multiplication_GPU,6384,110.297821,3
Tiled_Matrix_Multiplication_GPU,6384,58.208704,3
Naive_GPU,6448,58.588954,1
naive_matrix_cpu,6448,800000,1
Strassen_Matrix_Multiplication_CPU,6448,800000,1
Strassen_Matrix_Multiplication_GPU,6448,113.572775,1
Tiled_Matrix_Multiplication_GPU,6448,59.92025,1
Naive_GPU,6512,62.523085,3
naive_matrix_cpu,6512,800000,3
Strassen_Matrix_Multiplication_CPU,6512,800000,3
Strassen_Matrix_Multiplication_GPU,6512,115.693887,3
Tiled_Matrix_Multiplication_GPU,6512,60.602388,3
Naive_GPU,6576,61.771226,1
naive_matrix_cpu,6576,800000,1
Strassen_Matrix_Multiplication_CPU,6576,800000,1
Strassen_Matrix_Multiplication_GPU,6576,116.285391,1
Tiled_Matrix_Multiplication_GPU,6576,62.663827,1
Naive_GPU,6640,68.114227,3
naive_matrix_cpu,6640,800000,3
Strassen_Matrix_Multiplication_CPU,6640,800000,3
Strassen_Matrix_Multiplication_GPU,6640,120.380861,3
Tiled_Matrix_Multiplication_GPU,6640,62.06359,3
Naive_GPU,6704,65.457414,1
naive_matrix_cpu,6704,800000,1
Strassen_Matrix_Multiplication_CPU,6704,800000,1
Strassen_Matrix_Multiplication_GPU,6704,120.007642,1
Tiled_Matrix_Multiplication_GPU,6704,70.998752,1
Naive_GPU,6768,66.752185,1
naive_matrix_cpu,6768,800000,1
Strassen_Matrix_Multiplication_CPU,6768,800000,1
Strassen_Matrix_Multiplication_GPU,6768,123.343529,1
Tiled_Matrix_Multiplication_GPU,6768,68.115359,1
Naive_GPU,6832,66.427847,3
naive_matrix_cpu,6832,800000,3
Strassen_Matrix_Multiplication_CPU,6832,800000,3
Strassen_Matrix_Multiplication_GPU,6832,136.330797,3
Tiled_Matrix_Multiplication_GPU,6832,64.811066,3
Naive_GPU,6896,66.49561,3
naive_matrix_cpu,6896,800000,3
Strassen_Matrix_Multiplication_CPU,6896,800000,3
Strassen_Matrix_Multiplication_GPU,6896,127.994154,3
Tiled_Matrix_Multiplication_GPU,6896,64.664658,3
Naive_GPU,6960,68.457454,3
naive_matrix_cpu,6960,800000,3
Strassen_Matrix_Multiplication_CPU,6960,800000,3
Strassen_Matrix_Multiplication_GPU,6960,142.784543,3
Tiled_Matrix_Multiplication_GPU,6960,67.592088,3
Naive_GPU,7024,69.171054,1
naive_matrix_cpu,7024,800000,1
Strassen_Matrix_Multiplication_CPU,7024,800000,1
Strassen_Matrix_Multiplication_GPU,7024,140.29111,1
Tiled_Matrix_Multiplication_GPU,7024,85.523592,1
Naive_GPU,7088,69.321971,1
naive_matrix_cpu,7088,800000,1
Strassen_Matrix_Multiplication_CPU,7088,800000,1
Strassen_Matrix_Multiplication_GPU,7088,137.986252,1
Tiled_Matrix_Multiplication_GPU,7088,71.158664,1
Naive_GPU,7152,69.63069,1
naive_matrix_cpu,7152,800000,1
Strassen_Matrix_Multiplication_CPU,7152,800000,1
Strassen_Matrix_Multiplication_GPU,7152,144.288016,1
Tiled_Matrix_Multiplication_GPU,7152,69.853441,1
Naive_GPU,7216,71.416154,1
naive_matrix_cpu,7216,800000,1
Strassen_Matrix_Multiplication_CPU,7216,800000,1
Strassen_Matrix_Multiplication_GPU,7216,141.034402,1
Tiled_Matrix_Multiplication_GPU,7216,86.090266,1
Naive_GPU,7280,72.864494,1
naive_matrix_cpu,7280,800000,1
Strassen_Matrix_Multiplication_CPU,7280,800000,1
Strassen_Matrix_Multiplication_GPU,7280,147.848337,1
Tiled_Matrix_Multiplication_GPU,7280,75.929849,1
Naive_GPU,7344,72.966901,1
naive_matrix_cpu,7344,800000,1
Strassen_Matrix_Multiplication_CPU,7344,800000,1
Strassen_Matrix_Multiplication_GPU,7344,145.811432,1
Tiled_Matrix_Multiplication_GPU,7344,84.155975,1
Naive_GPU,7408,74.333185,1
naive_matrix_cpu,7408,800000,1
Strassen_Matrix_Multiplication_CPU,7408,800000,1
Strassen_Matrix_Multiplication_GPU,7408,156.206873,1
Tiled_Matrix_Multiplication_GPU,7408,79.006859,1
Naive_GPU,7472,76.027673,1
naive_matrix_cpu,7472,800000,1
Strassen_Matrix_Multiplication_CPU,7472,800000,1
Strassen_Matrix_Multiplication_GPU,7472,148.296954,1
Tiled_Matrix_Multiplication_GPU,7472,81.837805,1
Naive_GPU,7536,77.908827,1
naive_matrix_cpu,7536,800000,1
Strassen_Matrix_Multiplication_CPU,7536,800000,1
Strassen_Matrix_Multiplication_GPU,7536,152.500195,1
Tiled_Matrix_Multiplication_GPU,7536,78.282559,1
Naive_GPU,7600,78.9304,1
naive_matrix_cpu,7600,800000,1
Strassen_Matrix_Multiplication_CPU,7600,800000,1
Strassen_Matrix_Multiplication_GPU,7600,153.967175,1
Tiled_Matrix_Multiplication_GPU,7600,81.32953,1
Naive_GPU,7664,80.898341,3
naive_matrix_cpu,7664,800000,3
Strassen_Matrix_Multiplication_CPU,7664,800000,3
Strassen_Matrix_Multiplication_GPU,7664,162.252805,3
Tiled_Matrix_Multiplication_GPU,7664,80.812671,3
Naive_GPU,7728,81.650891,1
naive_matrix_cpu,7728,800000,1
Strassen_Matrix_Multiplication_CPU,7728,800000,1
Strassen_Matrix_Multiplication_GPU,7728,179.113583,1
Tiled_Matrix_Multiplication_GPU,7728,95.566783,1
Naive_GPU,7792,81.867947,1
naive_matrix_cpu,7792,800000,1
Strassen_Matrix_Multiplication_CPU,7792,800000,1
Strassen_Matrix_Multiplication_GPU,7792,168.704462,1
Tiled_Matrix_Multiplication_GPU,7792,94.352486,1
Naive_GPU,7856,83.579858,1
naive_matrix_cpu,7856,800000,1
Strassen_Matrix_Multiplication_CPU,7856,800000,1
Strassen_Matrix_Multiplication_GPU,7856,168.248538,1
Tiled_Matrix_Multiplication_GPU,7856,85.375456,1
Naive_GPU,7920,86.439659,3
naive_matrix_cpu,7920,800000,3
Strassen_Matrix_Multiplication_CPU,7920,800000,3
Strassen_Matrix_Multiplication_GPU,7920,169.734259,3
Tiled_Matrix_Multiplication_GPU,7920,85.303302,3
Naive_GPU,7984,86.957646,1
naive_matrix_cpu,7984,800000,1
Strassen_Matrix_Multiplication_CPU,7984,800000,1
Strassen_Matrix_Multiplication_GPU,7984,176.979611,1
Tiled_Matrix_Multiplication_GPU,7984,92.145882,1
Naive_GPU,8048,88.577788,1
naive_matrix_cpu,8048,800000,1
Strassen_Matrix_Multiplication_CPU,8048,800000,1
