#,CPU-T,ACC-T,CPU-A,ACC-A,CPU-W,ACC-W,CPU-Time,ACC-Time,CPU Throughput (B/s),ACC Throughput (B/s),CPU-Energy (J),ACC-Energy (J),Total Time,Total Enegy (J),CPU MB/s,ACC MB/s,CPU Power (W),ACC Power (W),Total Power (W),Total Throughput (MB/s),Power Efficiency,,Lowest Time,Lowest Energy,highest throughput,Highest Power Efficiency,,CPU Input Size,ACC Input Size,Total Size 
600,48,180,none,balanced,37.5,62.5,0.553684,0.7988478,2209848000,2542990000,61.3906,191.471,0.7988478,252.862,2.21E+03,2.54E+03,110.8766011,239.6839548,350.5605559,4068.03,30.54,,,,,,,1.22E+09,2.03E+09,
601,48,180,none,balanced,40,60,0.571358,0.7963498,2279044000,2451492000,61.14082,193.5974,0.7963498,254.738,2.28E+03,2.45E+03,107.0096507,243.1059818,350.1156325,4080.79,31.38,,,,,,,1.30E+09,1.95E+09,
602,48,180,none,balanced,42.5,57.5,0.6300592,0.7751714,2211048000,2411078000,66.92298,187.6618,0.7751714,254.585,2.21E+03,2.41E+03,106.2169714,242.090717,348.3076883,4192.28,30.78,,,,,,,1.39E+09,1.87E+09,
603,48,180,none,balanced,45,55,0.6284484,0.7636674,2329228000,2342302000,72.01172,182.3868,0.7636674,254.3984,2.33E+03,2.34E+03,114.5865277,238.8301504,353.4166781,4255.43,30.13,,,,,,,1.46E+09,1.79E+09,
604,48,180,none,balanced,47.5,52.5,0.6496886,0.7512738,2380258000,2272480000,85.35934,179.7922,0.7512738,265.1514,2.38E+03,2.27E+03,131.3850051,239.3164782,370.7014833,4325.63,27.61,,,,,,,1.55E+09,1.71E+09,
605,48,180,none,balanced,50,50,0.6712122,0.7290304,2425178000,2228910000,77.5887,175.9368,0.7290304,253.5252,2.43E+03,2.23E+03,115.5948894,241.329854,356.9247434,4457.61,30.22,,,,,,,1.63E+09,1.62E+09,
606,48,180,none,balanced,52.5,47.5,0.7042372,0.717665,2424296000,2152514000,84.7152,171.102,0.7263322,255.817,2.42E+03,2.15E+03,120.2935602,238.4148593,358.7084195,4474.17,29.18,,,,,,,1.71E+09,1.54E+09,
607,48,180,none,balanced,55,45,0.7381566,0.6818668,2471940000,2144870000,90.73436,163.1292,0.7630394,253.8634,2.47E+03,2.14E+03,122.9202042,239.2391007,362.1593049,4258.93,29.08,,,,,,,1.82E+09,1.46E+09,
608,48,180,none,balanced,57.5,42.5,0.762764,0.6815468,2458798000,2031386000,92.65768,161.7934,0.762764,254.4512,2.46E+03,2.03E+03,121.4762102,237.3914748,358.867685,4260.47,28.80,,,,,,,1.88E+09,1.38E+09,
609,48,180,none,balanced,60,40,0.7949004,0.63687,2454204000,2044234000,95.29986,153.8102,0.7949004,249.11,2.45E+03,2.04E+03,119.8890578,241.5095702,361.398628,4088.23,28.94,,,,,,,1.95E+09,1.30E+09,
610,48,180,none,balanced,62.5,37.5,0.8545182,0.5971578,2393656000,2041176000,108.95832,146.758,0.8545182,255.7164,2.39E+03,2.04E+03,127.5084837,245.7608357,373.2693195,3803.00,27.08,,,,,,,2.05E+09,1.22E+09,
611,48,180,none,balanced,65,35,0.8476722,0.6116558,2493686000,1865532000,108.0354,150.624,0.8476722,258.6596,2.49E+03,1.87E+03,127.4495023,246.256146,373.7056483,3833.72,27.14,,,,,,,2.11E+09,1.14E+09,
612,48,180,none,balanced,67.5,32.5,0.8921232,0.5504214,2463760000,1919052000,97.77754,133.3334,0.8921232,231.111,2.46E+03,1.92E+03,109.6009385,242.2387647,351.8397032,3642.70,30.40,,,,,,,2.20E+09,1.06E+09,
613,48,180,none,balanced,70,30,0.9088986,0.5210608,2503940000,1871692000,103.12822,128.8024,0.9088986,231.9304,2.50E+03,1.87E+03,113.4650444,247.1926501,360.6576945,3575.46,29.64,,,,,,,2.28E+09,9.75E+08,
614,48,180,none,balanced,72.5,27.5,0.9024842,0.4885694,2623812000,1829366000,109.3754,118.4544,0.9024842,227.8296,2.62E+03,1.83E+03,121.1937007,242.451533,363.6452337,3600.88,29.20,,,,,,,2.37E+09,8.94E+08,
615,48,180,none,balanced,75,25,0.9675848,0.4624644,2519294000,1756696000,115.825,114.3526,0.9675848,230.1778,2.52E+03,1.76E+03,119.7052703,247.2678978,366.9731681,3358.60,28.15,,,,,,,2.44E+09,8.12E+08,
616,48,180,none,balanced,77.5,22.5,0.9667052,0.438094,2607042000,1669630000,116.9784,107.1366,0.9667052,224.1152,2.61E+03,1.67E+03,121.0073143,244.5516259,365.5589402,3361.66,28.37,,,,,,,2.52E+09,7.31E+08,
617,48,180,none,balanced,80,20,1.0180056,0.4107302,2562398000,1582670000,121.926,103.84814,1.0180056,225.7738,2.56E+03,1.58E+03,119.7694787,252.8378483,372.607327,3192.26,27.65,,,,,,,2.61E+09,6.50E+08,
618,48,180,none,balanced,82.5,17.5,1.0512016,0.3920546,2560216000,1451298000,128.101,100.34928,1.0512016,228.4502,2.56E+03,1.45E+03,121.8614964,255.95741,377.8189064,3091.45,26.68,,,,,,,2.69E+09,5.69E+08,
619,48,180,none,balanced,85,15,1.0442662,0.3685214,2658644000,1323730000,129.6804,93.54238,1.0442662,223.2228,2.66E+03,1.32E+03,124.1832782,253.8316092,378.0148874,3111.98,26.62,,,,,,,2.78E+09,4.88E+08,
620,48,180,none,balanced,87.5,12.5,1.096792,0.3223542,2593748000,1260204000,135.042,81.85046,1.096792,216.8926,2.59E+03,1.26E+03,123.1245304,253.914669,377.0391995,2962.95,26.03,,,,,,,2.84E+09,4.06E+08,
621,48,180,none,balanced,90,10,1.163914,0.2981124,2518076000,1090226000,141.7718,73.17466,1.163914,214.946,2.52E+03,1.09E+03,121.8060785,245.4599674,367.2660459,2792.07,25.11,,,,,,,2.93E+09,3.25E+08,
622,48,180,none,balanced,92.5,7.5,1.161942,0.276364,2595764000,884277800,138.4466,68.81538,1.161942,207.2618,2.60E+03,8.84E+02,119.151042,249.0026921,368.1537341,2796.81,25.34,,,,,,,3.02E+09,2.44E+08,
623,48,180,none,balanced,95,5,1.0561492,0.2399462,2948368000,677225600,130.521,59.4456,1.0561492,189.9666,2.95E+03,6.77E+02,123.5819712,247.7455363,371.3275075,3076.97,26.59,,,,,,,3.11E+09,1.62E+08,
624,48,180,none,balanced,97.5,2.5,1.13163,0.2169628,2803472000,374729000,150.966,53.97134,1.13163,204.9372,2.80E+03,3.75E+02,133.4057952,248.7584968,382.164292,2871.73,22.52,,,,,,,3.17E+09,8.13E+07,
625,48,240,none,balanced,2.5,97.5,0.1872284,0.968707,455549200,3271924000,20.85762,232.0552,0.968707,252.9128,4.56E+02,3.27E+03,111.4020095,239.5514846,350.9534941,3354.71,17.75,,,,,,,8.53E+07,3.17E+09,
626,48,240,none,balanced,5,95,0.1687484,0.9396528,968749000,3285506000,21.4848,226.2422,0.9396528,247.7268,9.69E+02,3.29E+03,127.3185405,240.7721235,368.090664,3458.44,21.25,,,,,,,1.63E+08,3.09E+09,
627,48,240,none,balanced,7.5,92.5,0.179462,0.9244608,1369170000,3251538000,21.9782,220.266,0.9244608,242.244,1.37E+03,3.25E+03,122.4671518,238.2642942,360.731446,3515.28,24.83,,,,,,,2.46E+08,3.01E+09,
628,48,240,none,balanced,10,90,0.2161106,0.916148,1509256000,3192264000,25.36358,222.4724,0.916148,247.8356,1.51E+03,3.19E+03,117.3638868,242.8345638,360.1984507,3547.17,26.01,,,,,,,3.26E+08,2.92E+09,
629,48,240,none,balanced,12.5,87.5,0.240884,0.9004854,1701474000,3157684000,29.58914,218.788,0.9004854,248.377,1.70E+03,3.16E+03,122.8356387,242.9667377,365.8023764,3608.87,26.85,,,,,,,4.10E+08,2.84E+09,
630,48,240,none,balanced,15,85,0.3090466,0.8774656,1581256000,3147982000,34.52254,207.029,0.8774656,241.5518,1.58E+03,3.15E+03,111.7065841,235.9397337,347.6463178,3703.55,27.50,,,,,,,4.89E+08,2.76E+09,
631,48,240,none,balanced,17.5,82.5,0.3306164,0.8583024,1735414000,3123560000,37.92106,202.5504,0.8583024,240.4714,1.74E+03,3.12E+03,114.698061,235.9895533,350.6876143,3786.23,28.37,,,,,,,5.74E+08,2.68E+09,
632,48,240,none,balanced,20,80,0.385463,0.8477636,1725412000,3066638000,43.20516,203.941,0.8477636,247.1462,1.73E+03,3.07E+03,112.0864,240.563525,352.649925,3833.30,28.14,,,,,,,6.65E+08,2.60E+09,
633,48,240,none,balanced,22.5,77.5,0.3911442,0.8289168,1874238000,3038212000,41.50712,200.026,0.8289168,241.533,1.87E+03,3.04E+03,106.1171813,241.3101049,347.4272863,3920.46,30.25,,,,,,,7.33E+08,2.52E+09,
634,48,240,none,balanced,25,75,0.4030008,0.8137516,2020848000,2995498000,41.80734,195.216,0.8137516,237.0232,2.02E+03,3.00E+03,103.7400918,239.8963025,343.6363943,3993.52,31.97,,,,,,,8.14E+08,2.44E+09,
635,48,240,none,balanced,27.5,72.5,0.4196954,0.809623,2138660000,2911056000,45.3992,192.3102,0.809623,237.7092,2.14E+03,2.91E+03,108.1717836,237.5305543,345.702338,4013.89,32.03,,,,,,,8.98E+08,2.36E+09,
636,48,240,none,balanced,30,70,0.4422772,0.7923164,2208256000,2870982000,47.89438,189.983,0.7923164,237.8772,2.21E+03,2.87E+03,108.2904115,239.7817337,348.0721452,4101.56,32.37,,,,,,,9.77E+08,2.27E+09,
637,48,240,none,balanced,32.5,67.5,0.4553214,0.7707198,2324316000,2846034000,51.95052,184.346,0.7707198,236.2968,2.32E+03,2.85E+03,114.0963724,239.1867966,353.2831689,4216.49,32.27,,,,,,,1.06E+09,2.19E+09,
638,48,240,none,balanced,35,65,0.5169912,0.7519414,2212428000,2809198000,51.54752,180.0034,0.7519414,231.5508,2.21E+03,2.81E+03,99.70676483,239.3848776,339.0916424,4321.79,33.92,,,,,,,1.14E+09,2.11E+09,
639,48,240,none,balanced,37.5,62.5,0.5919608,0.743109,2070114000,2733150000,62.4978,174.982,0.743109,237.4802,2.07E+03,2.73E+03,105.5775991,235.472858,341.050457,4373.16,31.21,,,,,,,1.23E+09,2.03E+09,
640,48,240,none,balanced,40,60,0.5653038,0.7397542,2313188000,2636068000,60.9098,176.4924,0.7397542,237.402,2.31E+03,2.64E+03,107.7470203,238.5824913,346.3295116,4392.99,32.52,,,,,,,1.31E+09,1.95E+09,
641,48,240,none,balanced,42.5,57.5,0.6161952,0.717512,2257370000,2605606000,71.63504,170.8532,0.7231242,242.4882,2.26E+03,2.61E+03,116.2538105,238.1189444,354.3727548,4494.02,30.36,,,,,,,1.39E+09,1.87E+09,
642,48,240,none,balanced,45,55,0.6335972,0.718608,2317208000,2487146000,78.32012,169.4016,0.718608,247.7218,2.32E+03,2.49E+03,123.6118468,235.7357558,359.3476026,4522.26,29.30,,,,,,,1.47E+09,1.79E+09,
643,48,240,none,balanced,47.5,52.5,0.6617002,0.6939282,2334714000,2458748000,82.17162,163.0278,0.6939282,245.1992,2.33E+03,2.46E+03,124.1825528,234.9346806,359.1172333,4683.10,29.27,,,,,,,1.54E+09,1.71E+09,
644,48,240,none,balanced,50,50,0.6589638,0.6817734,2472298000,2383466000,77.02724,161.268,0.6891016,238.2956,2.47E+03,2.38E+03,116.891459,236.5419361,353.4333951,4715.90,31.23,,,,,,,1.63E+09,1.62E+09,
645,48,240,none,balanced,52.5,47.5,0.6848912,0.673533,2530518000,2291864000,81.93004,163.149,0.717485,245.0792,2.53E+03,2.29E+03,119.6248981,242.2286659,361.8535639,4529.34,30.62,,,,,,,1.73E+09,1.54E+09,
646,48,240,none,balanced,55,45,0.7512522,0.664556,2382354000,2202608000,91.92348,160.1154,0.7512522,252.039,2.38E+03,2.20E+03,122.3603472,240.9359031,363.2962502,4325.76,28.61,,,,,,,1.79E+09,1.46E+09,
647,48,240,none,balanced,57.5,42.5,0.7179862,0.6273878,2616076000,2202132000,84.89096,149.287,0.7179862,234.178,2.62E+03,2.20E+03,118.2348073,237.9501163,356.1849236,4526.18,31.38,,,,,,,1.88E+09,1.38E+09,
648,48,240,none,balanced,60,40,0.7960114,0.6023578,2456516000,2158948000,98.29828,143.755,0.7960114,242.0532,2.46E+03,2.16E+03,123.488533,238.6538366,362.1423696,4082.52,28.94,,,,,,,1.96E+09,1.30E+09,
649,48,240,none,balanced,62.5,37.5,0.8466644,0.5801136,2406266000,2100626000,103.74488,144.8594,0.8466644,248.6044,2.41E+03,2.10E+03,122.5336509,249.7086777,372.2423286,3838.28,28.05,,,,,,,2.04E+09,1.22E+09,
650,48,240,none,balanced,65,35,0.8421812,0.5566716,2515434000,2043358000,102.46828,136.312,0.8421812,238.7804,2.52E+03,2.04E+03,121.6701109,244.8696862,366.5397971,3858.71,29.02,,,,,,,2.12E+09,1.14E+09,
651,48,240,none,balanced,67.5,32.5,0.866326,0.5359592,2533144000,1970768000,97.72704,128.356,0.866326,226.083,2.53E+03,1.97E+03,112.8063108,239.488379,352.2946898,3751.17,30.68,,,,,,,2.19E+09,1.06E+09,
652,48,240,none,balanced,70,30,0.9093594,0.515073,2503512000,1896084000,105.2342,123.4858,0.9093594,228.72,2.50E+03,1.90E+03,115.7234422,239.7442693,355.4677115,3573.65,29.54,,,,,,,2.28E+09,9.77E+08,
653,48,240,none,balanced,72.5,27.5,0.9330212,0.4870016,2532154000,1835462000,107.9682,118.9646,0.9330212,226.9324,2.53E+03,1.84E+03,115.718914,244.2796903,359.9986042,3483.02,29.40,,,,,,,2.36E+09,8.94E+08,
654,48,240,none,balanced,75,25,0.99344,0.46562,2462646000,1745046000,118.7882,116.2364,0.99344,235.0244,2.46E+03,1.75E+03,119.5725962,249.6379022,369.2104984,3271.19,27.59,,,,,,,2.45E+09,8.13E+08,
655,48,240,none,balanced,77.5,22.5,0.9683314,0.44306,2602628000,1650312000,117.576,107.7464,0.9683314,225.3224,2.60E+03,1.65E+03,121.4212407,243.1869273,364.608168,3356.01,28.22,,,,,,,2.52E+09,7.31E+08,
656,48,240,none,balanced,80,20,1.0117958,0.4189914,2576516000,1551388000,124.1684,103.7608,1.0117958,227.9292,2.58E+03,1.55E+03,122.7208099,247.6442237,370.3650336,3211.85,27.26,,,,,,,2.61E+09,6.50E+08,
657,48,240,none,balanced,82.5,17.5,1.075486,0.395733,2495200000,1437038000,129.1572,102.08164,1.075486,231.2386,2.50E+03,1.44E+03,120.0919398,257.955844,378.0477838,3021.64,26.35,,,,,,,2.68E+09,5.69E+08,
658,48,240,none,balanced,85,15,1.132416,0.3731464,2447670000,1309048000,131.4542,96.58934,1.132416,228.0434,2.45E+03,1.31E+03,116.0829589,258.8510569,374.9340158,2869.74,26.14,,,,,,,2.77E+09,4.88E+08,
659,48,240,none,balanced,87.5,12.5,1.087048,0.3579716,2623752000,1138036000,129.9312,91.08698,1.087048,221.0182,2.62E+03,1.14E+03,119.5266446,254.4530907,373.9797353,2989.50,26.42,,,,,,,2.85E+09,4.07E+08,
660,48,240,none,balanced,90,10,1.144432,0.3246852,2561332000,1000963800,137.743,84.131,1.144432,221.8738,2.56E+03,1.00E+03,120.3592699,259.1155987,379.4748687,2839.60,25.14,,,,,,,2.93E+09,3.25E+08,
661,48,240,none,balanced,92.5,7.5,1.135654,0.2968298,2650458000,821342400,141.8366,76.62674,1.135654,218.4632,2.65E+03,8.21E+02,124.8942019,258.1504283,383.0446302,2861.55,24.40,,,,,,,3.01E+09,2.44E+08,
662,48,240,none,balanced,95,5,1.170988,0.275102,2637632000,590934800,145.1208,69.40158,1.170988,214.5222,2.64E+03,5.91E+02,123.9302196,252.2758104,376.20603,2775.21,23.63,,,,,,,3.09E+09,1.63E+08,
663,48,240,none,balanced,97.5,2.5,1.158578,0.2620868,2743178000,310242600,145.975,65.45946,1.158578,211.4346,2.74E+03,3.10E+02,125.9949697,249.7625214,375.7574911,2804.93,23.01,,,,,,,3.18E+09,8.13E+07,
664,12,60,none,scatter,2.5,97.5,0.1205944,1.722464,683231000,1839534000,8.285522,434.3182,1.722464,442.6036,6.83E+02,1.84E+03,68.70569446,252.1493628,320.8550572,1886.68,17.24,,,,,,,8.24E+07,3.17E+09,
665,12,60,none,scatter,5,95,0.1814634,1.693484,904212800,1823166000,14.70976,428.2288,1.693484,442.9388,9.04E+02,1.82E+03,81.061856,252.8685243,333.9303803,1918.96,18.36,,,,,,,1.64E+08,3.09E+09,
666,12,60,none,scatter,7.5,92.5,0.2228642,1.645932,1094530000,1826186000,18.01154,415.0016,1.645932,433.013,1.09E+03,1.83E+03,80.81845357,252.1377554,332.956209,1974.40,20.79,,,,,,,2.44E+08,3.01E+09,
667,12,60,none,scatter,10,90,0.2858168,1.615518,1139574000,1811128000,23.38666,408.2436,1.615518,431.6302,1.14E+03,1.81E+03,81.82395157,252.7013627,334.5253142,2011.57,21.09,,,,,,,3.26E+08,2.93E+09,
668,12,60,none,scatter,12.5,87.5,0.3442666,1.600454,1181984000,1777112000,28.63318,404.7742,1.600454,433.4072,1.18E+03,1.78E+03,83.17153044,252.9121112,336.0836416,2030.51,21.24,,,,,,,4.07E+08,2.84E+09,
669,12,60,none,scatter,15,85,0.3973232,1.590754,1226928000,1737022000,32.66004,401.5776,1.590754,434.2378,1.23E+03,1.74E+03,82.20018363,252.4448155,334.6449991,2042.89,21.81,,,,,,,4.87E+08,2.76E+09,
670,12,60,none,scatter,17.5,82.5,0.451545,1.559962,1259420000,1718662000,37.30912,393.0476,1.559962,430.3568,1.26E+03,1.72E+03,82.62547476,251.9597272,334.585202,2083.21,22.06,,,,,,,5.69E+08,2.68E+09,
671,12,60,none,scatter,20,80,0.511015,1.503046,1272228000,1729570000,42.81458,377.6786,1.503046,420.493,1.27E+03,1.73E+03,83.78341145,251.2754766,335.058888,2162.10,22.07,,,,,,,6.50E+08,2.60E+09,
672,12,60,none,scatter,22.5,77.5,0.5667428,1.453852,1290612000,1732214000,49.1112,367.3618,1.453852,416.473,1.29E+03,1.73E+03,86.65518115,252.6817035,339.3368847,2235.26,21.75,,,,,,,7.31E+08,2.52E+09,
673,12,60,none,scatter,25,75,0.6202338,1.430166,1309820000,1704234000,53.9698,359.8796,1.430166,413.8492,1.31E+03,1.70E+03,87.01525135,251.6348452,338.6500965,2272.28,21.83,,,,,,,8.12E+08,2.44E+09,
674,12,60,none,scatter,27.5,72.5,0.6755596,1.41617,1323022000,1663982000,56.74314,357.2324,1.41617,413.9758,1.32E+03,1.66E+03,83.99427674,252.2524838,336.2467606,2294.73,22.35,,,,,,,8.94E+08,2.36E+09,
675,12,60,none,scatter,30,70,0.7363968,1.33662,1323920000,1702184000,64.76996,335.4188,1.33662,400.189,1.32E+03,1.70E+03,87.95524369,250.9455193,338.900763,2431.31,21.84,,,,,,,9.75E+08,2.28E+09,
676,12,60,none,scatter,32.5,67.5,0.7957066,1.311052,1327300000,1673176000,69.06718,327.5972,1.311052,396.664,1.33E+03,1.67E+03,86.79980787,249.8735367,336.6733445,2478.72,21.99,,,,,,,1.06E+09,2.19E+09,
677,12,60,none,scatter,35,65,0.8548348,1.296928,1330460000,1628616000,70.6461,324.948,1.296928,395.594,1.33E+03,1.63E+03,82.64298552,250.5520738,333.1950593,2505.72,22.60,,,,,,,1.14E+09,2.11E+09,
678,12,60,none,scatter,37.5,62.5,0.9120576,1.279666,1336156000,1587182000,77.90498,319.9528,1.279666,397.8578,1.34E+03,1.59E+03,85.41673245,250.0283668,335.4450992,2539.52,21.99,,,,,,,1.22E+09,2.03E+09,
679,12,60,none,scatter,40,60,0.9688778,1.227128,1341702000,1589620000,82.51562,305.593,1.227128,388.1084,1.34E+03,1.59E+03,85.16617885,249.0310709,334.1972498,2648.24,22.14,,,,,,,1.30E+09,1.95E+09,
680,12,60,none,scatter,42.5,57.5,1.022084,1.209916,1351366000,1545326000,88.8936,301.3066,1.209916,390.2004,1.35E+03,1.55E+03,86.97289068,249.0310071,336.0038978,2685.92,21.74,,,,,,,1.38E+09,1.87E+09,
681,12,60,none,scatter,45,55,1.090842,1.166988,1340580000,1532092000,96.3591,289.2924,1.166988,385.6516,1.34E+03,1.53E+03,88.33460758,247.8966365,336.231244,2784.72,21.36,,,,,,,1.46E+09,1.79E+09,
682,12,60,none,scatter,47.5,52.5,1.121854,1.156024,1376292000,1476624000,96.65746,285.772,1.157944,382.4296,1.38E+03,1.48E+03,86.15868018,247.2024802,333.3611604,2806.47,21.95,,,,,,,1.54E+09,1.71E+09,
683,12,60,none,scatter,50,50,1.186176,1.13354,1369914000,1433616000,102.04672,283.293,1.186176,385.3396,1.37E+03,1.43E+03,86.02999892,249.9188383,335.9488373,2739.67,21.66,,,,,,,1.62E+09,1.63E+09,
684,12,60,none,scatter,52.5,47.5,1.271802,1.082086,1341778000,1427128000,110.8274,270.893,1.271802,381.72,1.34E+03,1.43E+03,87.14202368,250.3433184,337.485342,2555.22,21.10,,,,,,,1.71E+09,1.54E+09,
685,12,60,none,scatter,55,45,1.31857,1.050624,1356334000,1392114000,112.813,264.2144,1.31857,377.0276,1.36E+03,1.39E+03,85.55708078,251.483309,337.0403897,2464.59,21.39,,,,,,,1.79E+09,1.46E+09,
686,12,60,none,scatter,57.5,42.5,1.359354,1.0026256,1375828000,1378198000,118.3036,249.942,1.359354,368.2458,1.38E+03,1.38E+03,87.02928008,249.2874708,336.3167509,2390.65,21.34,,,,,,,1.87E+09,1.38E+09,
687,12,60,none,scatter,60,40,1.38868,0.9328434,1404368000,1393582000,123.8948,233.1312,1.38868,357.026,1.40E+03,1.39E+03,89.21767434,249.9146159,339.1322902,2340.16,21.32,,,,,,,1.95E+09,1.30E+09,
688,12,60,none,scatter,62.5,37.5,1.530938,0.889222,1326826000,1370690000,134.5638,223.9962,1.530938,358.56,1.33E+03,1.37E+03,87.89630932,251.901325,339.7976343,2122.71,20.54,,,,,,,2.03E+09,1.22E+09,
689,12,60,none,scatter,65,35,1.424644,0.8453162,1483200000,1345732000,132.4464,210.7062,1.424644,343.1524,1.48E+03,1.35E+03,92.96806781,249.2631751,342.2312429,2281.09,21.35,,,,,,,2.11E+09,1.14E+09,
690,12,60,none,scatter,67.5,32.5,1.598444,0.8072728,1373470000,1308254000,143.6542,204.2408,1.598444,347.895,1.37E+03,1.31E+03,89.87127481,253.0009682,342.872243,2033.06,20.45,,,,,,,2.20E+09,1.06E+09,
691,12,60,none,scatter,70,30,1.563016,0.7702046,1455878000,1266076000,142.46,193.7422,1.563016,336.2026,1.46E+03,1.27E+03,91.14430051,251.5464073,342.6907078,2079.14,21.01,,,,,,,2.28E+09,9.75E+08,
692,12,60,none,scatter,72.5,27.5,1.608274,0.6923354,1465060000,1291250000,148.2122,173.4172,1.608274,321.6294,1.47E+03,1.29E+03,92.15606296,250.4814863,342.6375492,2020.63,21.05,,,,,,,2.36E+09,8.94E+08,
693,12,60,none,scatter,75,25,1.666476,0.6808284,1463162000,1193232000,156.0896,170.0264,1.666476,326.116,1.46E+03,1.19E+03,93.66447522,249.734588,343.3990633,1950.06,20.40,,,,,,,2.44E+09,8.12E+08,
694,12,60,none,scatter,77.5,22.5,1.653324,0.6032276,1523196000,1212346000,164.0478,148.9478,1.653324,312.9956,1.52E+03,1.21E+03,99.22301981,246.9180787,346.1410985,1965.58,20.26,,,,,,,2.52E+09,7.31E+08,
695,12,60,none,scatter,80,20,1.648102,0.5712564,1579348000,1138116000,162.6208,141.5868,1.648102,304.208,1.58E+03,1.14E+03,98.6715628,247.8515777,346.5231405,1971.80,20.60,,,,,,,2.60E+09,6.50E+08,
696,12,60,none,scatter,82.5,17.5,1.693326,0.508847,1587590000,1118082000,167.1584,125.6384,1.693326,292.797,1.59E+03,1.12E+03,98.71601806,246.9080097,345.6240277,1919.14,20.61,,,,,,,2.69E+09,5.69E+08,
697,12,60,none,scatter,85,15,1.70035,0.460676,1625190000,1059958000,172.5556,111.808,1.70035,284.3638,1.63E+03,1.06E+03,101.4824007,242.7041999,344.1866006,1911.21,20.38,,,,,,,2.76E+09,4.88E+08,
698,12,60,none,scatter,87.5,12.5,1.692594,0.4056936,1708954000,1002473000,172.2674,97.42438,1.692594,269.692,1.71E+03,1.00E+03,101.7771539,240.142758,341.9199119,1919.97,20.97,,,,,,,2.89E+09,4.07E+08,
699,12,60,none,scatter,90,10,1.795238,0.3588992,1632712000,906318600,179.9332,83.06734,1.795238,263.0008,1.63E+03,9.06E+02,100.2280478,231.4503348,331.6783826,1810.20,20.21,,,,,,,2.93E+09,3.25E+08,
700,12,60,none,scatter,92.5,7.5,1.75989,0.2991868,1713096000,815472400,183.757,68.91016,1.75989,252.6674,1.71E+03,8.15E+02,104.4139122,230.3248673,334.7387795,1846.56,19.95,,,,,,,3.01E+09,2.44E+08,
701,12,60,none,scatter,95,5,1.837492,0.2444786,1683986000,665181400,193.7846,55.55316,1.837492,249.338,1.68E+03,6.65E+02,105.461466,227.2311769,332.6926428,1768.57,18.90,,,,,,,3.09E+09,1.63E+08,
702,12,60,none,scatter,97.5,2.5,1.839722,0.2116518,1728564000,384143200,197.6348,48.24006,1.839722,245.8748,1.73E+03,3.84E+02,107.4264481,227.9218036,335.3482518,1766.43,17.78,,,,,,,3.18E+09,8.13E+07,
703,12,120,none,scatter,2.5,97.5,0.1098168,1.239952,748574000,2556346000,8.448188,306.7394,1.239952,315.1876,7.49E+02,2.56E+03,76.92983223,247.3800599,324.3098921,2620.85,20.06,,,,,,,8.22E+07,3.17E+09,
704,12,120,none,scatter,5,95,0.165397,1.206862,982932200,2558286000,12.66942,298.2104,1.206862,310.8794,9.83E+02,2.56E+03,76.60005925,247.0956911,323.6957504,2692.71,23.19,,,,,,,1.63E+08,3.09E+09,
705,12,120,none,scatter,7.5,92.5,0.2355546,1.199128,1037918800,2507030000,18.99904,297.0494,1.199128,316.0486,1.04E+03,2.51E+03,80.65662908,247.7211774,328.3778065,2710.08,22.99,,,,,,,2.44E+08,3.01E+09,
706,12,120,none,scatter,10,90,0.288374,1.18495,1128334000,2468402000,23.29068,291.6182,1.18495,314.9088,1.13E+03,2.47E+03,80.76553365,246.1016921,326.8672257,2742.51,24.00,,,,,,,3.25E+08,2.92E+09,
707,12,120,none,scatter,12.5,87.5,0.3416876,1.1627,1189784000,2446564000,28.83824,290.2752,1.1627,319.1134,1.19E+03,2.45E+03,84.39943387,249.6561452,334.055579,2794.99,23.90,,,,,,,4.07E+08,2.84E+09,
708,12,120,none,scatter,15,85,0.3987436,1.168416,1223060000,2366920000,31.75066,290.7382,1.168416,322.4886,1.22E+03,2.37E+03,79.62675765,248.831067,328.4578247,2781.32,24.87,,,,,,,4.88E+08,2.77E+09,
